Brand,Product Name,SKU,Product Price,Product Description
Columbia,CT45 Columbia Taper Connecting Rod (Includes CT46 Stop) #5619,CT45,20.34,
Columbia,CT47 Columbia Taper Crimping Wheel #5621,CT47,15.06,
Columbia,CT48 Columbia Taper Crimping Arm Left #5622,CT48,65.78,Left Crimping Arm for Columbia/Marshalltown Automatic Taper Columbia/Marshalltown- part #CT48
Columbia,CT49 Columbia Taper Crimping Arm Right #5623,CT49,67.74,Right Crimping Arm for Columbia/Marshalltown Automatic Taper Columbia/Marshalltown- part #CT49
Columbia,CT5 Columbia Taper Right Wafer Bushing #5575,CT5,1.88,
Columbia,CT50 Columbia Taper Crimping Wheel Bushing #5624,CT50,8.23,
Columbia,CT51 Columbia Taper Spacer Bar #5828,CT51,5.48,
Columbia,CT55 Columbia Taper Carriage Guide Rod #5831,CT55,15.06,
Columbia,CT56 Columbia Taper Carriage Guide Rod Stop #5832,CT56,9.18,
Columbia,CT57 Columbia Taper Tape Advance Carriage #5833,CT57,102.4,
Columbia,CT58 Columbia Taper Guide Rod Bushing #5834,CT58,10.98,
Columbia,CT59 Columbia Taper Magnet #5835,CT59,20.9,
Columbia,CT6 Columbia Taper Side Plate Right #5576,CT6,36.16,
Columbia,CT62 Columbia Taper Needle Holding Shaft #5836,CT62,19.56,
Columbia,CT64 Columbia Taper Needle Return Shaft #5838,CT64,7.53,
Columbia,CT65 Columbia Taper Needle Return Spring #5839,CT65,5.2,
Columbia,CT66 Columbia Taper Drive Drum #5840,CT66,60.26,
Columbia,CT67 Columbia Taper Ratchet Gear #5841,CT67,7.53,
Columbia,CT68 Columbia Taper Hub #5842,CT68,18.08,CT68 Columbia Taper Hub #5842
Columbia,CT6A Columbia Taper Side Plate Left #5577,CT6A,43.34,
Columbia,CT7 Columbia Taper Side Plate Support Left #5580,CT7,66.56,
Columbia,CT70 Columbia Taper Drive Shaft #5843,CT70,37.64,CT70 Columbia Taper Drive Shaft #5843
Columbia,CT71 Columbia Taper Drive Sprocket Small #5844,CT71,22.63,
Columbia,CT73 Columbia Taper Cable Drum #5846,CT73,45.16,
Columbia,CT76 Columbia Taper Nylatron Washer #5847,CT76,1.43,
Columbia,CT77 Columbia Taper Drive Sprocket Large #5848,CT77,75.3,Drive Sprocket Large for Columbia/Marshalltown Drywall Taper Columbia/Marshalltown- part #CT77
Columbia,CT78 Columbia Taper Drive Chain #5850,CT78,99.4,
Columbia,CT79 Columbia Taper Hollow Shaft #5851,CT79,45.18,
Columbia,CT7A Columbia Taper Side Plate Hub #5581,CT7A,14.62,
Columbia,CT8 Columbia Taper Side Plate Support Right #5582,CT8,66.56,
Columbia,CT80 Columbia Taper Manual Drive Grip #5852,CT80,43.84,
Columbia,CT81 Columbia Taper Clutch Return Spring #5853,CT81,3.68,
Columbia,CT82 Columbia Taper Clutch Lever #5854,CT82,30.12,
Columbia,CT83 Columbia Taper Clutch Dog #5855,CT83,4.7,
Columbia,CT84A Columbia Taper Cable Guide Pulley #5856,CT84A,15.06,
Columbia,CT85 Columbia Taper Clutch Release Shaft #5857,CT85,45.18,
Columbia,CT86 Columbia Taper Toe Kicker Cable #5858,CT86,22.6,
Columbia,CT87A Columbia Taper Bracket Base #5860,CT87A,10.98,
Columbia,CT88 Columbia Taper Clutch Release Rod #5862,CT88,18.1,
Columbia,CT89 Columbia Taper Release Rod Sleeve #5863,CT89,18.1,
Columbia,CT90 Columbia Taper Rod Sleeve Housing #5864,CT90,30.1,
Columbia,CT91 Columbia Taper Release Clip Bushing #5865,CT91,5.65,
Columbia,CT92 Columbia Taper Release Clip #5866,CT92,12.08,CT92 Columbia Taper Release Clip #5866
Columbia,CT92A Columbia Taper L Clip #5867,CT92A,3.78,
Columbia,CT93 Columbia Taper Mud Shut Off Lever Arm #5868,CT93,60.26,
Columbia,CT94 Columbia Taper Mud Shut Off Upper Plate #5869,CT94,6.6,
Columbia,CT95 Columbia Taper Control Valve #5870,CT95,11.3,
Columbia,CT96 Columbia Taper Mud Shut Off Gasket #5871,CT96,3.28,
Columbia,CT97 Columbia Taper Mud Supply Valve Body #5959,CT97,30.14,
Columbia,CT98 Columbia Taper Mud Supply Seal Plate #5960,CT98,7.53,
Columbia,CTA41 Columbia Taper Cutter Block Assembly #5999,CTA41,136.28,Columbia Taper Cutter Block Assembly
Columbia,Discharge Tube Assembly - 734039,734039F,60.63,Discharge Tube Assembly - 734039
Columbia,"Dura Stilt Left Rear Adjustable Leg (14-22"") - 50A-1",DS50A-1,28.18,"50.114 - Left rear adjustable leg (Dura-III 14""-22"") Dura-Stilt Left Rear Extrusion for 14""-22"" Stilts"
Columbia,"Dura Stilt Right rear adjustable leg (18-30"") - 50B-2",DS50B-2,31.2,"50.218 - Right rear adjustable leg (Dura-III 18""-30"") Dura-Stilt Right Rear Extrusion for 18""-30"" Stilts"
Columbia,Dura-Stilt Arch Strap Kit DS07 (1 pair),ds07 pairG,14.98,"Dura-Stilt Arch Strap Kit DS07 (1 pair) This is a replacement pair of genuine Dura-Stilt III arch straps. The strap measures 20 1/2"". They are part #7 on the schematic. Don't take a chance with your safety. If your stilt straps are worn out, replace"
Columbia,Dura-Stilt Spring Assembly Kit 245,DS245,54.95,Dura-Stilt Spring Assembly Kit 245 These OEM Dura-Stilts Spring Kits comes with everything you need to replace the spring on your Dura-Stilts. Fits both the III and IV models. These spring kits make spring replacement easy. They are pre-assembled and read
Columbia,E-Clip #25 for Mudrunner - 129061,129061,1.99,Al's Taping Tools is the leading supplier of drywall tools worldwide. Get the job done with our drywall taping tools and drywall finishing tools.
Columbia,End Cap - CRH-01,CRH-01,26.5,CRH-01 - End Cap
Columbia,"FA200 1/16"" X 1/4"" Split Pin #6001",FA200,1.05,
Columbia,FA201 Columbia 1/16in X 3/8in Split Pin #6002,FA201,1.05,
Columbia,FA209 Columbia 4-40 X 1/8in Flat Head Screw #6004,FA209,1.05,
Columbia,FA219 Columbia 4-40 X 1/2in Fill. Head Screw #6005,FA219,1.05,
Columbia,FA220 Columbia 4-40 X 3/4in Bind Head Screw #6006,FA220,1.1,
Columbia,FA222 Columbia 5-40 X 3/8in Bind Head Screw #6008,FA222,1.0,
Columbia,FA224 Columbia 1/8in X 3/8in Split Pin #6009,FA224,1.15,
Columbia,FA225 Columbia 1/8in X 3/8in Special Washer #6010,FA225,2.1,
Columbia,FA227 Columbia #6 Belleville Washer #6007,FA221,2.15,
Columbia,FA232 Columbia 6-32 Hex Nut #6012,FA232,2.1,FA232 Columbia 6-32 Hex Nut #6012
Columbia,FA234 Columbia 6-32 Nyloc Jam Nut #6014,FA234,1.85,
Columbia,FA245 Columbia 6-32 X 1/2in Fill. Head Screw #6017,FA245,1.05,
Columbia,FA247 Columbia 6-32 X 5/8in Hex Bolt #6018,FA247,1.95,
Columbia,FA252 Columbia #8 Star Washer #10453,FA252,1.15,
Columbia,FA253 Columbia #8 Flat Washer #6019,FA253,1.05,
Columbia,FA255 Columbia 8-32 Nyloc Jam Nut #6020,FA255,1.88,
Columbia,FA266 Columbia 8-32 X 1in Flat Head Screw #6026,FA266,1.15,
Columbia,FA267 Columbia 8-32 X 1.5in Pan Head Screw #6027,FA267,1.05,
Columbia,FA270 Columbia #10 X 3/4in Fender Washer #6029,FA270,2.1,
Columbia,FA274 Columbia 10-24 X 3/8in Socket Hd Screw #6031,FA274,2.75,
Columbia,FA275 Columbia 10-24 X 3/4in Hex Bolt #6032,FA275,2.15,
Columbia,FA276 Columbia 10-24 X 7/8 Pan Head Screw #6033,FA276,1.05,
Columbia,FA278 Columbia #8 Belleville Washer #6035,FA278,1.05,Replacement FA278 Columbia #8 Belleville Washer #6035
Columbia,FA279 Columbia 10-24 X 1-1/4in Hex Bolt #6036,FA279,1.95,
Columbia,FA280 Columbia #10 Belleville Washer,FA280,1.05,FA280 Columbia #10 Belleville Washer
Columbia,FA281 Columbia 10-32 X Nyloc Jam Nut #6038,FA281,1.95,
Columbia,FA285 Columbia 1/4in Plastic Washer #6039,FA285,1.65,
Columbia,FA288 Columbia 1/4in X 1/2in Split Pin #6040,FA288,2.36,
Columbia,FA289 Columbia Split Pin 1/4 X 2 #6041,FA289,2.75,
Columbia,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,FA292,1.93,
Columbia,FA294 Columbia 1/4-20 X 3/8 Socket Hd Screw #6044,FA294,2.75,
Columbia,FA295 Columbia 1/4-20 X 1/2in Flat Socket #6045,FA295,1.05,
Columbia,FA296 Columbia 1/4-20 X 1/2in Hex Bolt #6046,FA296,1.0,
Columbia,FA297 Columbia 1/4-20 X 5/8in Socket Hd Scre #6047,FA297,2.75,
Columbia,FA298 Columbia 1/4-20 X 7/8in Flat Socket #6048,FA298,1.05,
Columbia,FA300 Columbia 1/4-20 X 2in Hex Bolt #6050,FA300,3.83,
Columbia,FA302 Columbia 1/4-28 X 1/4in Set Screw #6051,FA302,2.15,
Columbia,FA305 Columbia 5/16-18 X 3/4in Hex Bolt #6053,FA305,3.65,
Columbia,FA306 Columbia 5/16-18 X 1-1/4in Hex Bolt #6054,FA306,3.48,
Columbia,FA308 Columbia 33/64 X 7/8in Flat Washer #6055,FA308,2.1,
Columbia,FA312 Columbia 10-24 X 1/4in Set Screw #6796,FA312,2.15,FA312 Columbia 10-24 X 1/4in Set Screw #6796
Columbia,FBB3 Columbia Flat Box End Plate Fat Boy (Old Style Left/Right) #6067,FBB3,41.02,FBB3 Columbia Flat Box End Plate Fat Boy (Old Style Left/Right) #6067
Columbia,FBB3-RIGHT Columbia Flat Box End Plate Fat Boy (Right) #11210,FBB3-RIGHT,41.02,
Columbia,"FFB1-10 Columbia 10"" Flat Box Rear Plate",FFB1-10,73.22,"FFB1-10 Columbia 10"" Flat Box Rear Plate"
Columbia,"FFB1-10-FAT Columbia 10"" Flat Box Rear Plate - Fat Boy",FFB1-10-FAT,69.62,"FFB1-10-FAT Columbia 10"" Flat Box Rear Plate - Fat Boy"
Columbia,"FFB1-12 Columbia 12"" Flat Box Rear Plate",FFB1-12,73.22,"FFB1-12 Columbia 12"" Flat Box Rear Plate"
Columbia,"FFB1-7 Columbia 7"" Flat Box Rear Plate",FFB1-7,73.22,"FFB1-7 Columbia 7"" Flat Box Rear Plate"
Columbia,"FFB1-8 Columbia 8"" Flat Box Rear Plate",FFB1-8,73.22,"FFB1-8 Columbia 8"" Flat Box Rear Plate"
Columbia,"FFB1-8-FAT Columbia 8"" Flat Box Rear Plate - Fat Boy",FFB1-8-FAT,75.3,"FFB1-8-FAT Columbia 8"" Flat Box Rear Plate - Fat Boy"
Columbia,"FFB11-10 Columbia Flat Box Adjuster Spring 10""",FFB11-10,10.05,"FFB11-10 Columbia Flat Box Adjuster Spring 10"""
Columbia,"FFB11-7 Columbia Flat Box Adjuster Spring 7""",FFB11-7,10.05,"FFB11-7 Columbia Flat Box Adjuster Spring 7"""
Columbia,"FFB11-8 Columbia Flat Box Adjuster Spring 8""",FFB11-8,10.05,"FFB11-8 Columbia Flat Box Adjuster Spring 8"""
Columbia,FFB13-10 Columbia Flat Box Door Hinge 10in #6090,FFB13-10,13.16,"10"""
Columbia,FFB13-12 Columbia Flat Box Door Hinge 12in #6091,FFB13-12,13.16,"12"""
Columbia,"FFB13-7 Columbia 7"" Flat Box Door Hinge",FFB13-7,13.16,"FFB13-7 Columbia 7"" Flat Box Door Hinge"
Columbia,FFB13-8 Columbia Flat Box Door Hinge 8in #6089,FFB13-8,13.56,Replacement FFB13-8 Columbia Drywall Flat Box Door Hinge 8in #6089
Columbia,FFB14-10 Columbia Flat Box Std Door Gasket 10in-Old Style with Tab #6095,FFB14-10,45.16,FFB14-10 Columbia Flat Box Std Door Gasket 10in-Old Style with Tab #6095
Columbia,FFB14-12 Columbia Flat Box Std Door Gasket 12in-Old Style with Tab #6097,FFB14-12,45.16,12” Columbia Standard (Non-hinged) Flat Box Door Gasket Columbia part FFB#14-12
Columbia,FFB14-7 Columbia Flat Box Std Door Gasket 7in-Old Style with Tab #6092,FFB14-7,50.12,Door gasket fits Columbia Standard and Hinged Flat Box - 7 inch
Columbia,FFB14-8 Columbia Flat Box Std Door Gasket 8in-Old Style with Tab #6093,FFB14-8,55.78,Door gasket fits Columbia Standard and Hinged Flat Box - 8 inch
Columbia,FFB15 Columbia Flat Box Door Spring Clip #6099,FFB15,2.28,
Columbia,FFB16 Columbia Flat Box Door Spring Nut #6100,FFB16,7.35,
Columbia,FFB19 Columbia Flat Box Brass Adjuster Pin #6102,FFB19,11.01,
Columbia,"FFB2-12 Columbia 12"" Flat Box Roll Face",FFB2-12,45.36,"Columbia 12"" Flat Box Roll Face"
Columbia,FFB20A Columbia Flat Box Box Wheel Bearing #6103,FFB20A,4.58,
Columbia,FFB21 Columbia Flat Box #10 X 11/16 Flat Washer #6104,FFB21,2.25,
Columbia,FFB25-10 Columbia Flat Box Rubber Gasket Retainer 10in #6105,FFB25-10,7.5,
Columbia,FFB25-12 Columbia Flat Box Rubber Gasket Retainer 12in #11202,FFB25-12,7.5,
Columbia,FFB25-7 Columbia Flat Box Rubber Gasket Retainer 7in #10905,FFB25-7,7.5,
Columbia,FFB25-8 Columbia Flat Box Rubber Gasket Retainer 8in #10858,FFB25-8,7.5,
Columbia,FFB2A Columbia Flat Box Bushing #6106,FFB2A,4.65,
Columbia,FFB32 Columbia Flat Box Thumb Release Clip,FFB32,3.78,FFB32 Columbia Flat Box Thumb Release Clip
Columbia,FFB32A Columbia Flat Box Thumb Release Clip Screw,FFB32A,1.7,FFB32A Columbia Flat Box Thumb Release Clip Screw
Columbia,FFB34 Columbia Flat Box 6-32 X 1/4 Pan Head Phillips #6110,FFB34,1.05,
Columbia,FFB4-8 Columbia Flat Box Door 8in #6069,FFB4-8,51.18,"8"""
Columbia,FFB4A Columbia Flat Box Stainless Steel Washer #6112,FFB4A,6.1,
Columbia,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,FFB4B,5.2,
Columbia,FFB5A Columbia Flat Box Axle Bushing #6114,FFB5A,3.78,
Columbia,FFB6 Columbia Flat Box Box Wheel #6077,FFB6,9.43,
Columbia,FFB6A Columbia Flat Box Box Wheel inOin Ring #6078,FFB6A,1.88,
Columbia,FFB9-14 Columbia Flat Box Blade 14 in #13784,FFB9-14,7.38,Columbia Flat Box Blade 14 in #13784
Columbia,FFB9-5.5 Columbia Flat Box Blade 5.5in #13783,FFB9-5.5,4.7,Columbia Flat Box Blade 5.5in #13783
Columbia,FFB9-7 Columbia Flat Box Blade 7in #6082,FFB9-7,4.58,FFB9-7 Columbia Flat Box Blade 7in #6082
Columbia,FFB9-8 Columbia Flat Box Blade 8in #6083,FFB9-8,4.7,Columbia Flat Box Blade 8in #6083
Columbia,FFBA10-10 Columbia Flat Box Blade Bar Assembly 10in #6117,FFBA10-10,120.46,
Columbia,FFBA10-12 Columbia Flat Box Blade Bar Assembly 12in #6118,FFBA10-12,120.46,
Columbia,FFBA10-14 Columbia Flat Box Blade Bar Assembly 14in #13786,FFBA10-14,120.46,
Columbia,FFBA10-5.5 Columbia Flat Box Blade Bar Assembly 5.5 in #13785,FFBA10-5.5,120.5,
Columbia,FFBA10-7 Columbia Flat Box Blade Bar Assembly 7in #6115,FFBA10-7,120.46,
Columbia,FFBA10-8 Columbia Flat Box Blade Bar Assembly 8in #6116,FFBA10-8,120.46,
Columbia,FFBA12-LRG Columbia Flat Box Dial Assembly Large (12in Only) #11254,FFBA12--12,28.54,
Columbia,FFBA12-SML Columbia Flat Box Dial Assembly #6119,FFBA12,26.4,
Columbia,FFH1 Columbia Flat Box Handle Mounting Base #6120,FFH1,64.34,Handle Mounting Base Plate for Columbia Flat Box Handle Columbia- part FFH#1 Fits old style handle only
Columbia,FFH10 Columbia Flat Box Handle 3/4 Cotter Pin #6137,FFH10,1.05,
