Identity Key,Canonical Brand,Canonical Identifier,Retailer Pair,Missing Retailer,Lower-Priced Retailer,Lower Price,Higher-Priced Retailer,Higher Price,Absolute Spread,Spread % vs Lowest,Absolute Spread Bucket,Relative Spread Bucket,Uses Approved Identifier Alias,All-Wall Price,All-Wall Evidence Quality,All-Wall Product Name,All-Wall Strict Identifiers,Al's Taping Tools Price,Al's Taping Tools Evidence Quality,Al's Taping Tools Product Name,Al's Taping Tools Strict Identifiers,Wall Tools Price,Wall Tools Evidence Quality,Wall Tools Product Name,Wall Tools Strict Identifiers
usg-sheetrock::340017,USG Sheetrock Tools,340017,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,17.96,All-Wall,21.99,4.03,22.44,1.01-5.00,10-25%,no,21.99,single_observation,"Sheetrock 6"" Matrix Blue Steel Drywall Taping Knife",340017,17.96,single_observation,"Sheetrock 6"" MATRIX Blue Steel Finishing Knife",340017,,,,
tapetech::151011,TapeTech,151011,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,11.79,Wall Tools,14.42,2.63,22.31,1.01-5.00,10-25%,no,11.79,single_observation,TapeTech Inner Roller 151011,151011,,,,,14.42,single_observation,TapeTech INNER ROLLER (TAPE-151011),151011
tapetech::709050,TapeTech,709050,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.20,0.21,21.21,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech #10 Ex Shakeproof Lockwasher 709050,709050,,,,,1.20,single_observation,TapeTech #10 LOCKWASHER - REPAIR ONLY (TAPE-709050),709050
tapetech::631015,TapeTech,631015,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,62.79,Al's Taping Tools,76.08,13.29,21.17,5.01-25.00,10-25%,no,62.79,single_observation,"TapeTech 2"" Nail Spotter Wiper 631015",631015,76.08,single_observation,"TapeTech 2"" Wiper For Nailspotter - 630015",631015,,,,
usg-sheetrock::340006,USG Sheetrock Tools,340006,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,19.06,All-Wall,22.99,3.93,20.62,1.01-5.00,10-25%,no,22.99,single_observation,"USG Sheetrock 5"" Matrix Carbon Steel Putty Knife",340006,19.06,single_observation,"Sheetrock 5"" Matrix Carbon Steel Putty Knife",340006,,,,
tapetech::qb0008,TapeTech,qb0008,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,13.18,All-Wall,15.89,2.71,20.56,1.01-5.00,10-25%,no,15.89,single_observation,TapeTech Wheel QB0008,qb0008,13.18,single_observation,Wheel - QB0008,qb0008,,,,
tapetech::700029,TapeTech,700029,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,2.84,Wall Tools,3.42,0.58,20.42,0.26-1.00,10-25%,no,2.84,single_observation,TapeTech Bushing Liner 700029,700029,,,,,3.42,single_observation,TapeTech BUSHING LINER  (TAPE-700029),700029
tapetech::212086,TapeTech,212086,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,31.99,Al's Taping Tools,38.52,6.53,20.41,5.01-25.00,10-25%,no,31.99,single_observation,TapeTech Flat Box Hook 212086,212086,38.52,single_observation,212086 - TapeTech Replacement Hook,212086,,,,
tapetech::059005,TapeTech,059005,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 Hex Nut 059005,059005,,,,,1.19,single_observation,TapeTech 4-40 Hex Nut (TAPE-059005),059005
tapetech::059013,TapeTech,059013,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 6-32 X 5/16 Round Head Screw 059013,059013,,,,,1.19,single_observation,TapeTech 6-32 X 5/16 ROUND HEAD SCREW SST (TAPE-059013),059013
tapetech::059014,TapeTech,059014,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 X 3/16 Truss Head Screw Slot 059014,059014,,,,,1.19,single_observation,TapeTech 4-40 X 3/16 Truss Head Screw SST (TAPE-059014),059014
tapetech::059038,TapeTech,059038,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech #4 Med Spring Lockwasher 59038,059038,,,,,1.19,single_observation,TapeTech #4 MEDIUM SPRING LOCK WASHER (TAPE-059038),059038
tapetech::059040,TapeTech,059040,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech Buna O-Ring 59040,059040,,,,,1.19,single_observation,TapeTech 0-RING,059040
tapetech::059060,TapeTech,059060,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 3-48 Nylock Stop Nut 059060,059060,,,,,1.19,single_observation,TapeTech 3-48 Hex Stopnut (TAPE-059060),059060
tapetech::059092,TapeTech,059092,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 8-32 X 1-1/2 Round Hd Screw 059092,059092,,,,,1.19,single_observation,TapeTech 8-32 X 1-1/2 Round Head Screw SST (TAPE-059092),059092
tapetech::059107,TapeTech,059107,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 6-32 X 1/4 TapeTech Flat Head Screw 059107,059107,,,,,1.19,single_observation,TapeTech 6-32 X 1/4 Flat Head Screw SST (TAPE-059107),059107
tapetech::059119,TapeTech,059119,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech Drive Dog Holder Pin 059119,059119,,,,,1.19,single_observation,TapeTech Drive Dog Holder Pin,059119
tapetech::059120,TapeTech,059120,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech Drive Dog Axle 059120,059120,,,,,1.19,single_observation,TapeTech Drive Dog Axle (TAPE-059120),059120
tapetech::059127,TapeTech,059127,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 8-32 X 5/8 Truss Slot Hd Screw 59127,059127,,,,,1.19,single_observation,TapeTech 8-32 X 5/8 Truss head Screw SST (TAPE-059127),059127
tapetech::059161,TapeTech,059161,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 X 3/8 Fillister Head Screw 059161,059161,,,,,1.19,single_observation,TapeTech 4-40 X 3/8 Fillister Head Screw SST (TAPE-059161),059161
tapetech::059225,TapeTech,059225,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 10-32 Thin Pattern Stop Nut 059225,059225,,,,,1.19,single_observation,TapeTech 10-32 LockNut (TAPE-059225),059225
tapetech::059230,TapeTech,059230,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 5-40 X 13/32 Bd Hd Screw 059230,059230,,,,,1.19,single_observation,TapeTech 5-40 X 13/32 Bind Head Screw SST (TAPE-059230),059230
tapetech::059238,TapeTech,059238,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 1/4-20 X 1/2 Flat Hd Screw 059238,059238,,,,,1.19,single_observation,"TapeTech 1/4-20 X 1/2"" Flat Head Screw SST (TAPE-059238)",059238
tapetech::149029,TapeTech,149029,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech MudRunner Washer NAS 620C 149029,149029,,,,,1.19,single_observation,TapeTech NAS 620C 1/4 L WASHER SST (TAPE-149029),149029
tapetech::219080,TapeTech,219080,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech Fillister Head Screw 219080,219080,,,,,1.19,single_observation,TapeTech 6-32 X 5/8 Fillister Head Screw SST (TAPE-219080),219080
tapetech::359005,TapeTech,359005,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 6-32 X 1/4 Bind Slot Hd Screw 359005,359005,,,,,1.19,single_observation,TapeTech 6-32 X 1/4 Bind Head Screw SST (TAPE-359005),359005
tapetech::409010,TapeTech,409010,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,"TapeTech 3"" Retainer Spring 409010",409010,,,,,1.19,single_observation,TapeTech Retainer Spring (TAPE-409010),409010
tapetech::489029,TapeTech,489029,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 6-32 X 5/8 Socket Head Screw 489029,489029,,,,,1.19,single_observation,TapeTech 6-32X5/8 SKT HEAD SCREW (TAPE-489029),489029
tapetech::509010,TapeTech,509010,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 X 5/16 Flat Head Screw 509010,509010,,,,,1.19,single_observation,TapeTech 4-40 X 5/16 FLAT HEAD SCREW SST (TAPE-509010),509010
tapetech::609011,TapeTech,609011,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 6-32 X 1/8 Round Head Screw 609011,609011,,,,,1.19,single_observation,TapeTech ROUND HEAD SCREW (TAPE-609011),609011
tapetech::609021,TapeTech,609021,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 10-32 X 5/8 Round Head Screw 609021,609021,,,,,1.19,single_observation,TapeTech 10-32X5/8 RHMS (TAPE-609021),609021
tapetech::659021,TapeTech,659021,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 10-32 X 3/4 Round Head Screw 659021,659021,,,,,1.19,single_observation,TapeTech 10-32X3/4 ROUND HEAD SCREW - REPAIR ONLY (TAPE-659021),659021
tapetech::709012,TapeTech,709012,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech Washer 709012,709012,,,,,1.19,single_observation,TapeTech WASHER SPECIAL (TAPE-709012),709012
tapetech::709017,TapeTech,709017,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 10-32 X 3/8 Fillister Head Screw 709017,709017,,,,,1.19,single_observation,TapeTech 10-32X3/8' SCREW (TAPE-709017),709017
tapetech::709055,TapeTech,709055,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 10-24 X 7/8 Screw 709055,709055,,,,,1.19,single_observation,TapeTech 10-24X7/8 ROUND HEAD SCREW (TAPE-709055),709055
tapetech::889030,TapeTech,889030,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,0.99,Wall Tools,1.19,0.20,20.20,0.06-0.25,10-25%,no,0.99,single_observation,TapeTech 4-40 X 3/16 Fillister Head Screw 889030,889030,,,,,1.19,single_observation,TapeTech 4-40 X 3/16 FILLISTER HEAD SCREW (TAPE-889030),889030
columbia::ffb14-7,Columbia Tools,ffb14-7,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,41.76,All-Wall,50.12,8.36,20.02,5.01-25.00,10-25%,no,50.12,single_observation,FFB14-7 Columbia Flat Box Std Door Gasket 7in-Old Style with Tab #6092,ffb14-7,41.76,single_observation,"Columbia Flat Box Door Gasket 7"" - FFB14-7",ffb14-7,,,,
tapetech::ssda-f,TapeTech,ssda-f,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,39.99,All-Wall,47.99,8.00,20.01,5.01-25.00,10-25%,no,47.99,single_observation,TapeTech Dual Angle Sanding Sponge Fine (Box Of 24),ssda-f,39.99,single_observation,TapeTech Dual Angle Sanding Sponge – Fine - 24 Pack,ssda-f,,,,
columbia::bh2,Columbia Tools,bh2,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,38.20,All-Wall,45.84,7.64,20.00,5.01-25.00,10-25%,no,45.84,single_observation,BH2 Columbia Box Handle 180 Grip Plate - COL handles #12459,bh2,,,,,38.20,single_observation,Columbia 180 Grip Plate for Flat Box Handle (COLM-BH2),bh2
columbia::hns20,Columbia Tools,hns20,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,17.04,All-Wall,20.44,3.40,19.95,1.01-5.00,10-25%,no,20.44,single_observation,HNS20 Columbia Nail Spotter Wedge for Skid Nail Spotter #12278,hns20,17.04,single_observation,Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20,hns20,,,,
columbia::bh3,Columbia Tools,bh3,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,29.95,All-Wall,35.90,5.95,19.87,5.01-25.00,10-25%,no,35.90,single_observation,Columbia Lower Mounting Bracket,bh3,,,,,29.95,single_observation,Columbia Lower Mounting Bracket for 180 Grip Flat Box Handle (COLM-BH3),bh3
tapetech::059122,TapeTech,059122,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,1.17,Al's Taping Tools,1.40,0.23,19.66,0.06-0.25,10-25%,no,1.17,single_observation,TapeTech #6 X 5/16 Self Tap Screw 059122,059122,1.40,single_observation,#6 X 5/16 Self Tap Screw - 059122,059122,,,,
tapetech::052226,TapeTech,052226,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,8.79,Al's Taping Tools,10.51,1.72,19.57,1.01-5.00,10-25%,no,8.79,single_observation,"TapeTech Control Arm Guide, Molded 052226",052226,10.51,single_observation,Control Arm Guide - 052226,052226,,,,
columbia::cfb6,Columbia Tools,cfb6,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,32.18,Wall Tools,38.44,6.26,19.45,5.01-25.00,10-25%,no,32.18,single_observation,CFB6 Columbia Angle Box Mud Supply Valve Unit #5545,cfb6,,,,,38.44,single_observation,Columbia Mud Supply Valve for Corner Box (COLM-CFB6),cfb6
tapetech::140019,TapeTech,140019,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,125.89,Al's Taping Tools,150.16,24.27,19.28,5.01-25.00,10-25%,no,125.89,single_observation,TapeTech Main Tube Cap 140019,140019,150.16,single_observation,140019 - Main Tube Cap,140019,,,,
tapetech::857355,TapeTech,857355,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,35.29,Al's Taping Tools,41.99,6.70,18.99,5.01-25.00,10-25%,no,35.29,single_observation,TapeTech Gooseneck Brush,857355,41.99,single_observation,TapeTech Gooseneck Cleaning Brush,857355,,,,
tapetech::cfk02tt,TapeTech,cfk02tt,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,79.99,Al's Taping Tools,95.00,15.01,18.76,5.01-25.00,10-25%,no,79.99,single_observation,TapeTech Creaser Wheel Kit for Corner Flushers CFK02TT,cfk02tt,95.00,single_observation,TapeTech Creaser Wheel Kit for Corner Flushers CFK02TT,cfk02tt,,,,
tapetech::052149,TapeTech,052149,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,2.13,Al's Taping Tools,2.52,0.39,18.31,0.26-1.00,10-25%,no,2.13,single_observation,TapeTech Tenite Bearing 052149,052149,2.52,single_observation,Tenite Bearing - 052149,052149,,,,
usg-sheetrock::340402,USG Sheetrock Tools,340402,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,33.95,All-Wall,39.99,6.04,17.79,5.01-25.00,10-25%,no,39.99,single_observation,"Sheetrock 12"" Matrix Mud Pan with Reinforced Band",340402,33.95,single_observation,"Sheetrock 12"" Matrix Stainless Steel Mud Pan w/ Reinforced Band",340402,,,,
tapetech::052051,TapeTech,052051,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,22.34,All-Wall,26.29,3.95,17.68,1.01-5.00,10-25%,no,26.29,single_observation,TapeTech Cover Plate Screw 052051,052051,22.34,single_observation,Cover Plate Screw for 07TT - 052051,052051,,,,
tapetech::130001,TapeTech,130001,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,22.09,All-Wall,25.99,3.90,17.66,1.01-5.00,10-25%,no,25.99,single_observation,TapeTech Mud Tube Cap 130001,130001,22.09,single_observation,Cap Mud Tube - 130001,130001,,,,
tapetech::tk12bstt,TapeTech,tk12bstt,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,16.99,All-Wall,19.99,3.00,17.66,1.01-5.00,10-25%,no,19.99,single_observation,"TapeTech 12"" Premium Blue Steel Taping Knife",tk12bstt,16.99,single_observation,"TapeTech 12"" Premium Blue Steel Taping Knife",tk12bstt,,,,
usg-sheetrock::340028,USG Sheetrock Tools,340028,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,16.99,All-Wall,19.99,3.00,17.66,1.01-5.00,10-25%,no,19.99,single_observation,"USG Sheetrock Pro-Series 10"" Blue Steel Taping Knife",340028,16.99,single_observation,"Sheetrock 10"" Pro-Series High Carbon Steel Joint Knife",340028,,,,
tapetech::159010,TapeTech,159010,All-Wall vs Wall Tools,Al's Taping Tools,All-Wall,1.49,Wall Tools,1.75,0.26,17.45,0.26-1.00,10-25%,no,1.49,single_observation,TapeTech 8-32 x 3/8 Fillister Head Nyloc 159010,159010,,,,,1.75,single_observation,"TapeTech 8-32 X 3/8"" FILLISTER HEAD SCREW (TAPE-159010)",159010
columbia::hnsa-5-2,Columbia Tools,hnsa-5-2,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,46.37,All-Wall,54.44,8.07,17.40,5.01-25.00,10-25%,no,54.44,single_observation,HNSA-5-2 Columbia Nail Spotter Wheel Kit- 2in #12541,hnsa-5-2,46.37,single_observation,Columbia Nail Spotter Wheel Kit- 2in,hnsa-5-2,,,,
tapetech::139010,TapeTech,139010,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,1.10,All-Wall,1.29,0.19,17.27,0.06-0.25,10-25%,no,1.29,single_observation,"TapeTech Screw, 4-40 x 1-1/4 SHCS 139010",139010,1.10,single_observation,"139010 - Screw, 4-40 x 1-1/4 SHCS Mud Tube",139010,,,,
tapetech::257133,TapeTech,257133,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,682.93,Al's Taping Tools,800.00,117.07,17.14,>25.00,10-25%,no,682.93,single_observation,"TapeTech Continuous Flow MXF Hose 1/2"" x 50' 257133",257133,800.00,single_observation,"TapeTech Continuous Flow MXF Hose 1/2"" x 50'",257133,,,,
usg-sheetrock::340607,USG Sheetrock Tools,340607,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,19.64,All-Wall,22.99,3.35,17.06,1.01-5.00,10-25%,no,22.99,single_observation,"USG Sheetrock 4"" Classic Stainless Steel Putty Knife",340607,19.64,single_observation,"Sheetrock 4"" Stainless Steel Classic Knife",340607,,,,
usg-sheetrock::340406,USG Sheetrock Tools,340406,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,34.99,Al's Taping Tools,40.95,5.96,17.03,5.01-25.00,10-25%,no,34.99,single_observation,"Sheetrock 12"" Classic Stainless Steel Mud Pan",340406,40.95,single_observation,"Sheetrock 12"" Classic Stainless Steel Mud Pan",340406,,,,
columbia::ssb10,Columbia Tools,ssb10,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,29.99,All-Wall,34.99,5.00,16.67,1.01-5.00,10-25%,no,34.99,single_observation,"Columbia 10"" Sabre Smoothing Blade",ssb10,29.99,single_observation,"Columbia Sabre Smoothing Blade 10""",ssb10,,,,
columbia::ct88,Columbia Tools,ct88,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,15.52,All-Wall,18.10,2.58,16.62,1.01-5.00,10-25%,no,18.10,single_observation,CT88 Columbia Taper Clutch Release Rod #5862,ct88,,,,,15.52,single_observation,Columbia Clutch Release Rod (COLM-CT88),ct88
columbia::ct89,Columbia Tools,ct89,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,15.52,All-Wall,18.10,2.58,16.62,1.01-5.00,10-25%,no,18.10,single_observation,CT89 Columbia Taper Release Rod Sleeve #5863,ct89,,,,,15.52,single_observation,Columbia Clutch Release Rod Sleeve (COLM-CT89),ct89
columbia::hns1a-3,Columbia Tools,hns1a-3,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,8.73,All-Wall,10.18,1.45,16.61,1.01-5.00,10-25%,no,10.18,single_observation,HNS1A-3 Columbia Nail Spotter Mud Seal Strip 3in #12516,hns1a-3,8.73,single_observation,Nail Spotter Mud Seal Strip 3in - HNS1A-3,hns1a-3,,,,
columbia::ct92,Columbia Tools,ct92,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,10.36,All-Wall,12.08,1.72,16.60,1.01-5.00,10-25%,no,12.08,single_observation,CT92 Columbia Taper Release Clip #5866,ct92,,,,,10.36,single_observation,Columbia Clutch Release Cam (COLM-CT92),ct92
columbia::hns14c,Columbia Tools,hns14c,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,18.61,All-Wall,21.70,3.09,16.60,1.01-5.00,10-25%,no,21.70,single_observation,HNS14C Columbia Nail Spotter Handle Link Connector #12634,hns14c,,,,,18.61,single_observation,Columbia Handle Link Connector for Hinged Nail Spotter (COLM-HNS14C),hns14c
tapetech::sssa-m,TapeTech,sssa-m,All-Wall vs Al's Taping Tools,Wall Tools,All-Wall,49.99,Al's Taping Tools,58.29,8.30,16.60,5.01-25.00,10-25%,no,49.99,single_observation,TapeTech Single Angle Sanding Sponge Medium (Box Of 24),sssa-m,58.29,single_observation,TapeTech Single Angle Sanding Sponge – Medium - 24 Pack,sssa-m,,,,
columbia::mp25,Columbia Tools,mp25,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,9.71,All-Wall,11.32,1.61,16.58,1.01-5.00,10-25%,no,11.32,single_observation,MP25 Columbia Mud Pump Filler Stud #5872,mp25,,,,,9.71,single_observation,Columbia Filler Stud (COLM-MP25),mp25
columbia::ct82,Columbia Tools,ct82,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.84,All-Wall,30.12,4.28,16.56,1.01-5.00,10-25%,no,30.12,single_observation,CT82 Columbia Taper Clutch Lever #5854,ct82,,,,,25.84,single_observation,Columbia Clutch Lever (COLM-CT82),ct82
columbia::hns12,Columbia Tools,hns12,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,16.49,All-Wall,19.22,2.73,16.56,1.01-5.00,10-25%,no,19.22,single_observation,HNS12 Columbia Nail Spotter Handle Clamp #12533,hns12,,,,,16.49,single_observation,Columbia Handle Clamp for Hinged Nail Spotter (COLM-HNS12),hns12
usg-sheetrock::340505,USG Sheetrock Tools,340505,All-Wall vs Al's Taping Tools,Wall Tools,Al's Taping Tools,21.44,All-Wall,24.99,3.55,16.56,1.01-5.00,10-25%,no,24.99,single_observation,"USG Sheetrock 5"" Matrix Stainless Steel Putty Knife",340505,21.44,single_observation,"USG Sheetrock 5"" Matrix Stainless Steel Putty Knife",340505,,,,
columbia::ct97,Columbia Tools,ct97,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,25.86,All-Wall,30.14,4.28,16.55,1.01-5.00,10-25%,no,30.14,single_observation,CT97 Columbia Taper Mud Supply Valve Body #5959,ct97,,,,,25.86,single_observation,Columbia Mud Supply Valve Body (COLM-CT97),ct97
columbia::ct79,Columbia Tools,ct79,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,38.77,All-Wall,45.18,6.41,16.53,5.01-25.00,10-25%,no,45.18,single_observation,CT79 Columbia Taper Hollow Shaft #5851,ct79,,,,,38.77,single_observation,Columbia Hollow Shaft (COLM-CT79),ct79
columbia::ct85,Columbia Tools,ct85,All-Wall vs Wall Tools,Al's Taping Tools,Wall Tools,38.77,All-Wall,45.18,6.41,16.53,5.01-25.00,10-25%,no,45.18,single_observation,CT85 Columbia Taper Clutch Release Shaft #5857,ct85,,,,,38.77,single_observation,Columbia Clutch Release Shaft (COLM-CT85),ct85
