Identity Key,Canonical Brand,Canonical Identifier,Conflict Pattern,Probable Cause,Outlier Retailer,Agreed Price,Outlier Price,All-Wall Price,Al's Taping Tools Price,Wall Tools Price,Absolute Spread,Spread % vs Lowest,Possible Pack Factor,All-Wall Evidence Quality,Al's Taping Tools Evidence Quality,Wall Tools Evidence Quality,All-Wall Product,Al's Taping Tools Product,Wall Tools Product
tapetech::149021,TapeTech,149021,all_three_prices_distinct,requires_source_price_review,,,,28.09,31.58,28.59,3.49,12.42,,single_observation,single_observation,single_observation,TapeTech MudRunner Round Lip U-Cup 149021,149021 - Mudrunner Large U-Cup,TapeTech ROUND LIP U-CUP (TAPE-149021)
usg-sheetrock::340029,USG Sheetrock Tools,340029,two_source_disagreement,requires_source_price_review,,,,18.99,15.50,,3.49,22.52,,single_observation,single_observation,,"USG Sheetrock Pro-Series 8"" Blue Steel Taping Knife","Sheetrock 8"" Pro-Series High Carbon Steel Joint Knife",
usg-sheetrock::340407,USG Sheetrock Tools,340407,two_source_disagreement,requires_source_price_review,,,,32.99,29.50,,3.49,11.83,,single_observation,single_observation,,"Sheetrock 14"" Classic Stainless Steel Mud Pan","Sheetrock 14"" Classic Stainless Steel Mud Pan",
tapetech::050203,TapeTech,050203,all_three_prices_distinct,requires_source_price_review,,,,30.27,33.72,32.14,3.45,11.40,,single_observation,single_observation,single_observation,TapeTech Plunger Cup 050203,Plunger Cup - 050203,TapeTech PLUNGER CUP
tapetech::130036,TapeTech,130036,two_source_disagreement,possible_sale_or_stale_price,,,,148.79,152.21,,3.42,2.30,,single_observation,single_observation,,"TapeTech 36"" Main Tube 130036","130036 - Main Tube, 36"" Mud Tube",
columbia::ct128,Columbia Tools,CT128,two_source_disagreement,requires_source_price_review,,,,29.24,,25.84,3.40,13.16,,single_observation,,single_observation,CT128 Columbia Taper Shaft Guide Strap #5989,,Columbia Extention Shaft Guide Strap (COLM-CT128)
columbia::ct37,Columbia Tools,CT37,two_source_disagreement,requires_source_price_review,,,,29.24,,25.84,3.40,13.16,,single_observation,,single_observation,CT37 Columbia Taper Tube Holding Bracket Upper #5610,,Columbia Tube Holding Bracket  - Upper (COLM-CT37)
columbia::hns20,Columbia Tools,HNS20,two_source_disagreement,requires_source_price_review,,,,20.44,17.04,,3.40,19.95,,single_observation,single_observation,,HNS20 Columbia Nail Spotter Wedge for Skid Nail Spotter #12278,Columbia Nail Spotter Wedge for Skid Nail Spotter - HNS20,
tapetech::602029f,TapeTech,602029F,two_source_disagreement,requires_source_price_review,,,,8.00,,4.60,3.40,73.91,,single_observation,,single_observation,TapeTech Special Rivet 602029F,,TapeTech SPECIAL RIVET (TAPE-602029F)
tapetech::602045f,TapeTech,602045F,two_source_disagreement,requires_source_price_review,,,,8.00,,4.60,3.40,73.91,,single_observation,,single_observation,TapeTech Special Washer 602045F,,TapeTech SPECIAL WASHER (TAPE-602045F)
tapetech::250009,TapeTech,250009,all_three_prices_distinct,requires_source_price_review,,,,12.89,16.26,13.10,3.37,26.14,,single_observation,single_observation,single_observation,"TapeTech 10"" Flat Box Shim 250009","250009 - TapeTech Replacement Shim 10""",TapeTech SHIM (TAPE-250009)
columbia::ffb1112,Columbia Tools,FFB11-12,two_source_disagreement,requires_source_price_review,,,,10.46,,7.11,3.35,47.12,,single_observation,,single_observation,"COLFFB11-12 Columbia  12"" Flat Box Adjuster Spring",,"Columbia Flat Box Adjuster Spring 12"" (COLM-FFB11-12)"
columbia::sb248,Columbia Tools,SB2-48,two_source_disagreement,possible_sale_or_stale_price,,,,73.35,70.00,,3.35,4.79,,single_observation,single_observation,,"Columbia Replacement 48"" Blade for Tomahawk","Columbia Replacement 48"" Blade for Tomahawk",
usg-sheetrock::340607,USG Sheetrock Tools,340607,two_source_disagreement,requires_source_price_review,,,,22.99,19.64,,3.35,17.06,,single_observation,single_observation,,"USG Sheetrock 4"" Classic Stainless Steel Putty Knife","Sheetrock 4"" Stainless Steel Classic Knife",
columbia::ah6a,Columbia Tools,AH6A,two_source_disagreement,requires_source_price_review,,,,23.36,,20.05,3.31,16.51,,single_observation,,single_observation,Columbia Ball Holder Release Clip Angle Head,,Columbia Ball Holder Release Clip (COLM-AH6A)
columbia::hh22,Columbia Tools,HH22,two_source_disagreement,requires_source_price_review,,,,28.60,,25.29,3.31,13.09,,single_observation,,single_observation,Columbia Reservoir Piston Part HH22,,Columbia Reservoir Piston for Hydra Reach Flat Box Handle (COLM-HH22)
tapetech::149023,TapeTech,149023,all_three_prices_distinct,requires_source_price_review,,,,17.19,20.50,17.50,3.31,19.26,,single_observation,single_observation,single_observation,TapeTech MudRunner Round Lip U-Cup 149023,149023 - Round Lip U-Cup,TapeTech ROUND LIP U-CUP (TAPE-149023)
usg-sheetrock::340504,USG Sheetrock Tools,340504,two_source_disagreement,requires_source_price_review,,,,23.99,20.75,,3.24,15.61,,single_observation,single_observation,,"USG Sheetrock 4"" Matrix Stainless Steel Putty Knife","USG Sheetrock 4"" Matrix Stainless Steel Putty Knife",
tapetech::204002,TapeTech,204002,two_source_disagreement,possible_sale_or_stale_price,,,,191.49,,194.72,3.23,1.69,,single_observation,,single_observation,"TapeTech 7"" Blade Holder Assembly 204002",,TapeTech BLADE HOLDER ASSEMBLY (TAPE-204002)
columbia::ct87cs,Columbia Tools,CT87-CS,two_source_disagreement,requires_source_price_review,,,,10.30,,7.08,3.22,45.48,,single_observation,,single_observation,Columbia Cover Plate Cork Seal,,Columbia Cover Plate Gasket (COLM-CT87CS)
columbia::ct23,Columbia Tools,CT23,two_source_disagreement,requires_source_price_review,,,,10.98,,7.77,3.21,41.31,,single_observation,,single_observation,CT23 Columbia Taper Reinforcing Rod #5597,,Columbia Reinforcing Rod / Spacer Rod (COLM-CT23)
columbia::ct58,Columbia Tools,CT58,two_source_disagreement,requires_source_price_review,,,,10.98,,7.77,3.21,41.31,,single_observation,,single_observation,CT58 Columbia Taper Guide Rod Bushing #5834,,Columbia Guide Rod Bushing (COLM-CT58)
columbia::ct87a,Columbia Tools,CT87A,two_source_disagreement,requires_source_price_review,,,,10.98,,7.77,3.21,41.31,,single_observation,,single_observation,CT87A Columbia Taper Bracket Base #5860,,Columbia Bracket Base (COLM-CT87A)
columbia::mp13,Columbia Tools,MP13,two_source_disagreement,requires_source_price_review,,,,10.98,,7.77,3.21,41.31,,single_observation,,single_observation,MP13 Columbia Mud Pump Piston Backing Washer (Large) #6173,,Columbia Piston Cup Backing Washer (a.k.a. Large Retainer) (COLM-MP13)
columbia::ct115,Columbia Tools,CT115,two_source_disagreement,requires_source_price_review,,,,22.60,,19.41,3.19,16.43,,single_observation,,single_observation,CT115 Columbia Taper Guard Ring #5973,,Columbia Barrel Guard Ring (COLM-CT115)
columbia::ct86,Columbia Tools,CT86,two_source_disagreement,requires_source_price_review,,,,22.60,,19.41,3.19,16.43,,single_observation,,single_observation,CT86 Columbia Taper Toe Kicker Cable #5858,,Columbia Toe Kicker Cable (COLM-CT86)
columbia::hp45,Columbia Tools,HP45,two_source_disagreement,requires_source_price_review,,,,22.60,,19.41,3.19,16.43,,single_observation,,single_observation,HP45 Columbia Mud Pump O-Ring Enclosure #6154,,Columbia Pump O-Ring Enclosure (COLM-HP45)
tapetech::142001,TapeTech,142001,two_source_disagreement,possible_sale_or_stale_price,,,,192.99,,196.17,3.18,1.65,,single_observation,,single_observation,TapeTech MudRunner Tube 142001,,TapeTech TUBE (TAPE-142001)
columbia::hh32,Columbia Tools,HH32,two_source_disagreement,requires_source_price_review,,,,27.26,,24.09,3.17,13.16,,single_observation,,single_observation,COLHH32 Columbia Hydra Handle Release Clip Washer,,Columbia Release Clip Washer for Hydra Reach Flat Box Handle (COLM-HH32)
columbia::ct99,Columbia Tools,CT99,two_source_disagreement,requires_source_price_review,,,,16.44,13.30,,3.14,23.61,,single_observation,single_observation,,Columbia Removable Cover Plate Pin,Removable Cover Plate Pin - CT99,
columbia::ct67,Columbia Tools,CT67,all_three_prices_distinct,requires_source_price_review,,,,7.53,4.42,5.16,3.11,70.36,,single_observation,single_observation,single_observation,CT67 Columbia Taper Ratchet Gear #5841,Columbia Taper Ratchet Gear - CT67,Columbia Ratchet Gear (COLM-CT67)
columbia::hns14c,Columbia Tools,HNS14C,two_source_disagreement,requires_source_price_review,,,,21.70,,18.61,3.09,16.60,,single_observation,,single_observation,HNS14C Columbia Nail Spotter Handle Link Connector #12634,,Columbia Handle Link Connector for Hinged Nail Spotter (COLM-HNS14C)
tapetech::050410b,TapeTech,050410B,two_source_disagreement,requires_source_price_review,,,,24.39,27.48,,3.09,12.67,,single_observation,single_observation,,"TapeTech Control Tube Flange, Black 050410B",Control Tube Flange - 050410B,
tapetech::pfb40,TapeTech,PFB40,two_source_disagreement,possible_sale_or_stale_price,,,,91.99,95.00,,3.01,3.27,,single_observation,single_observation,,"TapeTech 40"" Replacement Blade PFB40 2pk","TapeTech 40"" Replacement Blades for PFK40TT Skimming Knife",
tapetech::pfk07tt,TapeTech,PFK07TT,two_source_disagreement,requires_source_price_review,,,,27.99,31.00,,3.01,10.75,,single_observation,single_observation,,"TapeTech 7"" Premium Finishing Knife PFK07TT","TapeTech 7"" Premium Smoothing Wipe Down Blade",
tapetech::402017f,TapeTech,402017F,all_three_prices_distinct,requires_source_price_review,,,,5.99,3.29,2.99,3.00,100.33,,single_observation,single_observation,single_observation,"TapeTech Center Clip, Short 402017F",Center Clip (Short) - 402017,TapeTech 3 in. Angle Head Center Clip (short) (TAPE-402017)
tapetech::tk10bstt,TapeTech,TK10BSTT,two_source_disagreement,requires_source_price_review,,,,12.99,15.99,,3.00,23.09,,single_observation,single_observation,,"TapeTech 10"" Premium Blue Steel Taping Knife","TapeTech 10"" Premium Blue Steel Taping Knife",
tapetech::tk12bstt,TapeTech,TK12BSTT,two_source_disagreement,requires_source_price_review,,,,19.99,16.99,,3.00,17.66,,single_observation,single_observation,,"TapeTech 12"" Premium Blue Steel Taping Knife","TapeTech 12"" Premium Blue Steel Taping Knife",
usg-sheetrock::340028,USG Sheetrock Tools,340028,two_source_disagreement,requires_source_price_review,,,,19.99,16.99,,3.00,17.66,,single_observation,single_observation,,"USG Sheetrock Pro-Series 10"" Blue Steel Taping Knife","Sheetrock 10"" Pro-Series High Carbon Steel Joint Knife",
usg-sheetrock::340316,USG Sheetrock Tools,340316,two_source_disagreement,requires_source_price_review,,,,8.49,5.50,,2.99,54.36,,single_observation,single_observation,,Sheetrock Bead Hopper Gate - Outside Bullnose,Sheetrock Bead Hopper Gate - Outside Bullnose,
usg-sheetrock::340317,USG Sheetrock Tools,340317,two_source_disagreement,requires_source_price_review,,,,8.49,5.50,,2.99,54.36,,single_observation,single_observation,,Sheetrock Bead Hopper Gate - Inside 90,Sheetrock Bead Hopper Gate - Inside 90°,
columbia::cr3,Columbia Tools,CR3,two_source_disagreement,requires_source_price_review,,,,9.45,,6.48,2.97,45.83,,single_observation,,single_observation,CR3 Columbia Corner Roller Bearing Sleeve #5563,,Columbia Bearing Sleeve (COLM-CR3)
columbia::cr6,Columbia Tools,CR6,all_three_prices_distinct,requires_source_price_review,,,,17.68,14.74,15.18,2.94,19.95,,single_observation,single_observation,single_observation,CR6 Columbia Corner Roller Handle Mounting Swivel #5565,Corner Roller Handle Mounting Swivel - CR6,Columbia Handle Mounting Swivel (COLM-CR6)
columbia::ct12,Columbia Tools,CT12,two_source_disagreement,requires_source_price_review,,,,10.05,,7.11,2.94,41.35,,single_observation,,single_observation,CT12 Columbia Taper Tape Advance Release Bracket #5586,,Columbia Tape Advance Release Bracket (COLM-CT12)
columbia::ffb1110,Columbia Tools,FFB11-10,two_source_disagreement,requires_source_price_review,,,,10.05,,7.11,2.94,41.35,,single_observation,,single_observation,"FFB11-10 Columbia Flat Box Adjuster Spring 10""",,"Columbia Flat Box Adjuster Spring 7"",8"", or 10"" (COLM-FFB11-10)"
columbia::ffb117,Columbia Tools,FFB11-7,two_source_disagreement,requires_source_price_review,,,,10.05,,7.11,2.94,41.35,,single_observation,,single_observation,"FFB11-7 Columbia Flat Box Adjuster Spring 7""",,"Columbia Flat Box Adjuster Spring 7"" (COLM-FFB11-7)"
columbia::ffb118,Columbia Tools,FFB11-8,two_source_disagreement,requires_source_price_review,,,,10.05,,7.11,2.94,41.35,,single_observation,,single_observation,"FFB11-8 Columbia Flat Box Adjuster Spring 8""",,"Columbia Flat Box Adjuster Spring 8"" (COLM-FFB11-8)"
tapetech::709027,TapeTech,709027,two_source_disagreement,requires_source_price_review,,,,1.19,,4.10,2.91,244.54,,single_observation,,single_observation,TapeTech 3/8-16 Thin Nylock Nut 709027,,TapeTech 3/8-16 THIN FLEXL (TAPE-709027)
surpro::ss1011,SurPro,SS1011,two_source_disagreement,requires_source_price_review,,,,,21.50,18.60,2.90,15.59,,,single_observation,single_observation,,Sur-Pro Strap Kit - SS1011,SurPro 2 Stilt Leg Strap Kit
columbia::ct38,Columbia Tools,CT38,two_source_disagreement,requires_source_price_review,,,,24.86,,21.97,2.89,13.15,,single_observation,,single_observation,CT38 Columbia Taper Tube Holding Bracket Lower #5611,,Columbia Tube Holding Bracket - Lower (COLM-CT38)
columbia::ct45,Columbia Tools,CT45,two_source_disagreement,requires_source_price_review,,,,20.34,,17.46,2.88,16.49,,single_observation,,single_observation,CT45 Columbia Taper Connecting Rod (Includes CT46 Stop) #5619,,Columbia Connecting Rod (Now one piece Includes CT46 Rod Stop) 2005+ (COLM-CT45)
columbia::ct119,Columbia Tools,CT119,all_three_prices_distinct,requires_source_price_review,,,,8.48,5.66,5.82,2.82,49.82,,single_observation,single_observation,single_observation,COLCT119 Spool Retaining Spring,Spool Retaining Spring - CT119,Columbia Tape Spool Retaining Spring (COLM-CT119)
columbia::ct14,Columbia Tools,CT14,two_source_disagreement,requires_source_price_review,,,,8.98,,6.16,2.82,45.78,,single_observation,,single_observation,CT14 Columbia Taper Adjustable Brake Holder #5588,,Columbia Adjustable Brake Holder (COLM-CT14)
tapetech::700010f,TapeTech,700010F,all_three_prices_distinct,requires_source_price_review,,,,9.49,6.83,9.65,2.82,41.29,,single_observation,single_observation,single_observation,TapeTech Valve Disc 700010F,Valve Disc - 700010F,TapeTech VALVE DISC (TAPE-700010F)
tapetech::149035,TapeTech,149035,all_three_prices_distinct,requires_source_price_review,,,,21.89,24.67,22.29,2.78,12.70,,single_observation,single_observation,single_observation,TapeTech Rod Wiper 149035,149035 - Mudrunner Rod Wiper,TapeTech ROD WIPER (TAPE-149035)
columbia::ct62,Columbia Tools,CT62,two_source_disagreement,requires_source_price_review,,,,19.56,,16.79,2.77,16.50,,single_observation,,single_observation,CT62 Columbia Taper Needle Holding Shaft #5836,,Columbia Needle Holding Shaft (COLM-CT62)
columbia::ffb6,Columbia Tools,FFB6,two_source_disagreement,requires_source_price_review,,,,9.43,,6.67,2.76,41.38,,single_observation,,single_observation,FFB6 Columbia Flat Box Box Wheel #6077,,Columbia Axle Roller (Box Wheel) (COLM-FFB6)
tapetech::140005,TapeTech,140005,two_source_disagreement,possible_sale_or_stale_price,,,,118.99,121.74,,2.75,2.31,,single_observation,single_observation,,TapeTech End Cap 140005,140005 - End Cap,
columbia::hns12,Columbia Tools,HNS12,two_source_disagreement,requires_source_price_review,,,,19.22,,16.49,2.73,16.56,,single_observation,,single_observation,HNS12 Columbia Nail Spotter Handle Clamp #12533,,Columbia Handle Clamp for Hinged Nail Spotter (COLM-HNS12)
columbia::ct22,Columbia Tools,CT22,two_source_disagreement,requires_source_price_review,,,,23.40,,20.69,2.71,13.10,,single_observation,,single_observation,CT22 Columbia Taper Brass Bracket #5596,,Columbia Brass Bracket (COLM-CT22)
tapetech::qb0008,TapeTech,QB0008,two_source_disagreement,requires_source_price_review,,,,15.89,13.18,,2.71,20.56,,single_observation,single_observation,,TapeTech Wheel QB0008,Wheel - QB0008,
columbia::ct56,Columbia Tools,CT56,two_source_disagreement,requires_source_price_review,,,,9.18,,6.48,2.70,41.67,,single_observation,,single_observation,CT56 Columbia Taper Carriage Guide Rod Stop #5832,,Columbia Carriage Guide Rod Stop (COLM-CT56)
columbia::sb212,Columbia Tools,SB2-12,two_source_disagreement,possible_sale_or_stale_price,,,,30.09,,32.78,2.69,8.94,,single_observation,,single_observation,"Columbia Replacement 12"" Blade for Tomahawk",,Columbia 12 in. Replacement Blade for Tomahawk Smoothing Blade
columbia::ct26,Columbia Tools,CT26,two_source_disagreement,requires_source_price_review,,,,18.82,,16.16,2.66,16.46,,single_observation,,single_observation,CT26 Columbia Taper Knife Guide Bracket Right #5599,,Columbia Knife Guide Bracket  - Right (COLM-CT26)
columbia::ct34,Columbia Tools,CT34,two_source_disagreement,requires_source_price_review,,,,8.48,,5.82,2.66,45.70,,single_observation,,single_observation,CT34 Columbia Taper Cover Plate Attachment Block #5607,,Columbia Cover Plate Attachment Block (COLM-CT34)
tapetech::209041,TapeTech,209041,all_three_prices_distinct,requires_source_price_review,,,,4.29,1.75,4.40,2.65,151.43,,single_observation,single_observation,single_observation,TapeTech Spring Clip 209041,209041 - Spring Clip,TapeTech Spring Clip (TAPE-209041)
tapetech::506009,TapeTech,506009,two_source_disagreement,possible_sale_or_stale_price,,,,156.69,,159.34,2.65,1.69,,single_observation,,single_observation,TapeTech Cone Assembly 506009,,TapeTech CONE SS (TAPE-506009)
tapetech::151011,TapeTech,151011,two_source_disagreement,requires_source_price_review,,,,11.79,,14.42,2.63,22.31,,single_observation,,single_observation,TapeTech Inner Roller 151011,,TapeTech INNER ROLLER (TAPE-151011)
tapetech::219006,TapeTech,219006,two_source_disagreement,requires_source_price_review,,,,,8.00,10.62,2.62,32.75,,,single_observation,single_observation,,219006 -  Right Skid Power Assist Boxes,"TapeTech SKID, RIGHT (TAPE-219006)"
columbia::ct88,Columbia Tools,CT88,two_source_disagreement,requires_source_price_review,,,,18.10,,15.52,2.58,16.62,,single_observation,,single_observation,CT88 Columbia Taper Clutch Release Rod #5862,,Columbia Clutch Release Rod (COLM-CT88)
