Brand,Product Name,SKU,Product Price,Product Description,Matched DTB Brand,DTB Brand Match Method,DTB Brand Match Confidence,Strict Identifier,Canonical Identifier,Identifier Alias Applied,Description Quality
TapeTech,"TapeTech 3"" Nail Spotter w/ Extendable Handle",NS03 w/Ext Hdl,468.0,"TapeTech Taping Tools by Ames Taping Tools' EasyClean® 3"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Combined with the adjustable TapeTech XHT Extendable Handle gives you the flexibility for any size job. From floor to ceiling this tool has you covered. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. The 2"" Spotter is the ideal choice if you intend on using a single spotter system. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Features Tapetech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Durable Stainless Steel Construction The TapeTech XHT Extendable Handle is the strongest extension handle in the industry and allows you to quickly adjust the length of the handle from 38"" to 60"" to fit the room you are working in.",TapeTech,canonical_brand_evidence,1.00,ns03w/exthdl,ns03w/exthdl,no,product_specific
TapeTech,"TapeTech 3"" Nail Spotter w/ X1 Ext Handle",NS03 w/X1 Hdl,351.99,"TapeTech Taping Tools by Ames Taping Tools' EasyClean® 3"" Nail Spotter features an updated gasket system (similar to a flat box) and a quick release latch. EasyClean® Lid opens quickly and easily for clean-up. Combined with the adjustable X1 Extendable Handle gives you the flexibility for any size job. From floor to ceiling this tool has you covered. Nail Spotters are faster and more efficient than spotting nails by hand. You can fill and finish a row of fasteners in 1 pass, and the handle enables you to spot ceilings without the use of stilts. Traditional style skid plate is both a pivot point and a screw detector helps prevent blade damage. The spotter body is made of high quality stainless steel that will not rust or deteriorate. Features Tapetech Taping Tools by Ames EasyClean® Lid and Gasket for quick cleanup Durable Stainless Steel Construction The Extendable X4 Handle features a telescopic design that extends from 3 1/2' to 8' with a simple twist and lock!.",TapeTech,canonical_brand_evidence,1.00,ns03w/x1hdl,ns03w/x1hdl,no,product_specific
TapeTech,"TapeTech 3"" Nail Spotter Wiper 681015",681015,75.99,Replacement 3 Inch Wiper For TapeTech EasyClean Nailspotter Door Plate TapeTech- part # 681015,TapeTech,canonical_brand_evidence,1.00,681015,681015,no,product_specific
TapeTech,"TapeTech 3"" Premium Stainless Steel Joint Knife",JK03SSTT,15.95,"TapeTech 3"" Premium Stainless Steel Joint Knife TapeTech 3"" Premium Stainless Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience, and testing to produce knives with the best balan",TapeTech,canonical_brand_evidence,1.00,jk03sstt,jk03sstt,no,product_specific
TapeTech,"TapeTech 3"" Premium Stainless Steel Joint Knife",JK03SSTT,9.99,"TapeTech 3"" Premium Stainless Steel Joint Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel while Stainless Steel blades maximize rust resistance. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Stainless Steel Blade Resists Corrosion and Cleans Up Fast Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,canonical_brand_evidence,1.00,jk03sstt,jk03sstt,no,product_specific
TapeTech,"TapeTech 3"" Retainer Spring 409010",409010,0.99,409010 TapeTech Replacement 3 Inch Retainer Spring for TapeTech Angle Heads and Mud Heads,TapeTech,canonical_brand_evidence,1.00,409010,409010,no,product_specific
TapeTech,"TapeTech 3"" Wire Spring 411300",411300,19.39,,TapeTech,canonical_brand_evidence,1.00,411300,411300,no,missing
TapeTech,"TapeTech 3"" x 1"" Mini Inside Corner Trowel",VIN8025,16.0,"TapeTech Mini Inside Corner Trowel VIN8025 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of your decorative masterpieces. The comfortable soft-grip handle reduces strain and stress while working. Features: Made in Italy Stainless Steel Blade Blade Thickness: 0.6mm Size: 3"" x 1"" (80mm x 25mm)",TapeTech,canonical_brand_evidence,1.00,vin8025,vin8025,no,product_specific
TapeTech,"TapeTech 3"" x 1"" Mini Outside Corner Trowel",VEX8025,16.0,"TapeTech Mini Outside Corner Trowel VEX8025 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners of your decorative masterpieces. The comfortable soft-grip handle reduces strain and stress while working. Features: Made in Italy Stainless Steel Blade Blade Thickness: 0.6mm Size: 3"" x 1"" (80mm x 25mm)",TapeTech,canonical_brand_evidence,1.00,vex8025,vex8025,no,product_specific
TapeTech,"TapeTech 3"" x 1"" x 2"" Angled Nylon Insert",EANGI08,23.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage.",TapeTech,canonical_brand_evidence,1.00,eangi08,eangi08,no,product_specific
TapeTech,"TapeTech 3"" x 1.5"" Square Nylon Insert",ESQI12,22.0,"TapeTech Nylon Inserts are designed to work in conjunction with TapeTech aesthetic grooving blades to quickly and accurately set mesh and basecoat into aesthetic grooves in EPS or XPS foam. TapeTech inserts connect securely to TapeTech model EBASESLED to move smoothly through the groove, ensuring a uniform shape and even coverage.",TapeTech,canonical_brand_evidence,1.00,esqi12,esqi12,no,product_specific
TapeTech,"TapeTech 3"" x 2.4"" Inside Corner Trowel",VIN8060,17.0,"TapeTech Inside Corner Trowel VIN8060 Handcrafted in Italy, this stainless steel TapeTech mini inside corner trowel is perfect for finishing the 90° corners of your decorative masterpieces. The comfortable soft-grip handle reduces strain and stress while working. Features: Made in Italy Stainless Steel Blade Blade Thickness: 0.6mm Size: 3"" x 2.4"" (80mm x 60mm)",TapeTech,canonical_brand_evidence,1.00,vin8060,vin8060,no,product_specific
TapeTech,"TapeTech 3"" x 2.4"" Outside Corner Trowel",VEX8060,17.0,"TapeTech Outside Corner Trowel VEX8060 Handcrafted in Italy, this stainless steel TapeTech mini outside corner trowel is perfect for finishing the 90° corners of your decorative masterpieces. The comfortable soft-grip handle reduces strain and stress while working. Features: Made in Italy Stainless Steel Blade Blade Thickness: 0.6mm Size: 3"" x 2.4"" (80mm x 60mm)",TapeTech,canonical_brand_evidence,1.00,vex8060,vex8060,no,product_specific
TapeTech,TapeTech 3-48 Miniature Hex Nut 59087,059087,0.99,,TapeTech,canonical_brand_evidence,1.00,059087,059087,no,missing
TapeTech,TapeTech 3-48 Nylock Stop Nut 059060,059060,0.99,,TapeTech,canonical_brand_evidence,1.00,059060,059060,no,missing
TapeTech,TapeTech 3-48 Special Tie Rod 050140F,050140F,17.19,,TapeTech,canonical_brand_evidence,1.00,050140f,050140f,no,missing
TapeTech,TapeTech 3-Day Pro Skill Training Registration,TTTRAINING-PROSKILL,599.0,"TapeTech 3-Day Pro Skill Training Registration Check the TapeTech Training Center page for upcoming training dates. To register and pay online, choose the number of registrants you are paying for in the Quantity box above , then add this product to your cart and checkout using any available payment method. Course Overview: This course will teach the skills and techniques required to correctly and efficiently use automatic taping and finishing tools. Training Location: TapeTech National Training Center, Suwanee, GA Duration: 3 days Who should attend: Tool owners and their employees as well as authorized TapeTech Distributors and Dealers. Cost: The cost for this two day seminar is $599.00 and includes classroom and hands-on instruction, materials, lunch and snacks each day. Each attendee is responsible for his or her own transportation, lodging and other meal expenses. Day One The Finishing Process ATF Tool overview Mixing the Compound Filling the tools Using the Automatic Taper Using the Corner Roller Intro to Finishing Boxes Day Two Using the EasyClean® Box and MAXXBOX® Using the Power Assist® MAXXBOX® Nail Spotters Corner Applicators and MudRunner® Corner Finishers Common Tool Maintenance Day Three A TapeTech Training Team member will work with you to customize your agenda for your final day at the training center. Payment Information: Course fee of $599.00 per person must be paid in advance to secure your place in the session. Cancellation Policy: Cancellation must be made via e-mail sent to tapetech@tapetech.com. Cancellations received more than 30 days before the first day of session: 75% refund. Cancellations received less than 30 days before the first day of session: 50% refund. Cancellations received less than 15 days before the first day of session: no refund. Additional Information, Terms & Conditions: Successful graduates receive a Certificate of Completion and a TapeTech Polo Shirt. Certificate and polo shirt presented to actual attendees only. Cancellations not eligible for certificate or polo shirt.",TapeTech,canonical_brand_evidence,1.00,tttraining-proskill,tttraining-proskill,no,product_specific
TapeTech,"TapeTech 3.5"" Angle Head Blade Kit 502F4X",502F4X,102.99,"TapeTech 3.5"" Angle Head Blade Kit 502F4X",TapeTech,canonical_brand_evidence,1.00,502f4x,502f4x,no,product_specific
TapeTech,"TapeTech 3.5"" Angle Head Repair Kit 501F4AX",501F4AX,81.99,"TapeTech 3.5"" Angle Head Repair Kit 501F4AX",TapeTech,canonical_brand_evidence,1.00,501f4ax,501f4ax,no,product_specific
TapeTech,"TapeTech 3.5"" Carbide Blade 480209",480209,46.19,"480209 TapeTech 3.5"" Angle Head Carbide Blade",TapeTech,canonical_brand_evidence,1.00,480209,480209,no,product_specific
TapeTech,"TapeTech 3.5"" Carbon Steel Pointing Knife",PK35CSTT,12.95,"TapeTech 3.5"" Carbon Steel Pointing Knife TapeTech 3.5"" Carbon Steel Pointing Knife This 3.5"" Pointing Knife is a must-have in your tool bag. It is a very useful tool for getting into those tough to reach areas, like under stairways or ceiling vaults.",TapeTech,canonical_brand_evidence,1.00,pk35cstt,pk35cstt,no,product_specific
TapeTech,"TapeTech 3.5"" Carbon Steel Pointing Knife",PK35CSTT,8.99,"TapeTech 3.5"" Carbon Steel Pointing Knife TapeTech Premium Taping and Jointing Knives feature the optimal combination of design, materials experience and testing to produce knives with the best balance, flex, comfort, and control so you achieve premium results when applying and smoothing joint compound. The handle’s over-sized, tapered shape provides the most ergonomic, slip-resistant grip. The enlarged, alloy hammer end allows it to be used to set protruding fasteners, adjust installation flaws, and protect against damage if the knife is dropped. TapeTech Premium Taping and Joint Knife blades are precision ground and polished to provide the perfect amount of flex and finish. The Carbon Steel and Blue Steel blades provide ultimate feel. TapeTech Premium Taping Knives feature the strongest backing plate in the industry, preventing unwanted blade deflection while providing smooth, consistent control and finish. Features: Premium Carbon Steel Blade Provides Precise Feathering and Smoothing Precision Grind Provides Perfect Flex and Finish Oversized, Tapered, Soft-Grip Handle Provides Optimal Control and Comfort Alloy Metal Hammer End Sets Protruding Fasteners, Adjusts Installation Flaws and Protects Against Damage From Drops. Easy-To-Remove Label Lifetime Limited Warranty",TapeTech,canonical_brand_evidence,1.00,pk35cstt,pk35cstt,no,product_specific
TapeTech,"TapeTech 3.5"" Combo Flusher CF35COMBO",CF35COMBO,189.0,"TapeTech 3.5"" Combo Flusher CF35COMBO Can be used as either a direct or indirect flusher. Indirect flushers are used to smooth compound that has been applied by another tool. Direct flushers can be used to apply joint compound to internal corners. You can simply choose the size flusher to suit your needs without worrying which style to order. The Corner Flushers fit all standard angle boxes, corner boxes, angle head handles or Mudrunner. This TapeTech 3.5"" Combo Flusher includes the TapeTech Creaser Wheel Kit that can be used to simultaneously bed and glaze tape into inside drywall angles. Kit includes: Stainless Steel Body Optional Roller Wheels Available Ultra Light, Durable Skids Can Be Used as Either Indirect or Direct Flusher Mounting Bracket Corner Wheel Corner Wheel Bushing Fasteners",TapeTech,canonical_brand_evidence,1.00,cf35combo,cf35combo,no,product_specific
