Identity Key,Canonical Brand,Canonical Identifier,Priority,Retailer Pair,Missing Retailer,Spread % vs Lowest,Absolute Spread,Offer Equivalence Classification,Offer Evidence Strength,Offer Contradictions,All-Wall Observed Price,All-Wall Product Name,All-Wall Category,All-Wall Description Quality,All-Wall Explicit Quantity,All-Wall Quantity Basis,All-Wall Commercial Scope,All-Wall Scope Basis,All-Wall Product URL,All-Wall Retrieved At,Al's Taping Tools Observed Price,Al's Taping Tools Product Name,Al's Taping Tools Category,Al's Taping Tools Description Quality,Al's Taping Tools Explicit Quantity,Al's Taping Tools Quantity Basis,Al's Taping Tools Commercial Scope,Al's Taping Tools Scope Basis,Al's Taping Tools Product URL,Al's Taping Tools Retrieved At,Wall Tools Observed Price,Wall Tools Product Name,Wall Tools Category,Wall Tools Description Quality,Wall Tools Explicit Quantity,Wall Tools Quantity Basis,Wall Tools Commercial Scope,Wall Tools Scope Basis,Wall Tools Product URL,Wall Tools Retrieved At
tapetech::056248g,TapeTech,056248g,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,46.87,185.16,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,395.09,TapeTech Taper Tube 056248G,,product_specific,,,,,https://www.all-wall.com/TapeTech-Taper-Tube-Gold,2026-09-10T00:42:19.508584Z,,,,,,,,,,,580.25,"TapeTech Taper Tube, Gold (TAPE-056248G)",,product_specific,,,,,https://walltools.com/tapetech-taper-tube-gold-TAPE-056248g,2026-09-10T00:38:44.763560Z
tapetech::059024,TapeTech,059024,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,53.12,1.87,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,5.39,TapeTech Chain Keeper Washer 059024,,missing,,,,,https://www.all-wall.com/059024-Chain-Keeper-Washer,2026-09-10T00:42:18.380613Z,,,,,,,,,,,3.52,TapeTech Chain Keeper (TAPE-059024),,product_specific,,,,,https://walltools.com/tapetech-chain-keeper-TAPE-059024,2026-09-10T00:37:24.002825Z
tapetech::059044,TapeTech,059044,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,40.10,5.53,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,13.79,TapeTech Insert 059044,,product_specific,,,,,https://www.all-wall.com/TapeTech-Replacement-Insert-059044,2026-09-10T00:42:18.379613Z,,,,,,,,,,,19.32,TapeTech INSERT (TAPE-059044),,product_specific,,,,,https://walltools.com/tapetech-insert-TAPE-059044,2026-09-10T00:37:58.517692Z
tapetech::059067,TapeTech,059067,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,50.42,0.60,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.79,TapeTech Key Ring 059067,,missing,,,,,https://www.all-wall.com/059067-Key-Ring,2026-09-10T00:42:18.378613Z,,,,,,,,,,,1.19,TapeTech KEY RING (TAPE-059067),,product_specific,,,,,https://walltools.com/tapetech-key-ring-TAPE-059067,2026-09-10T00:37:58.835686Z
tapetech::059206,TapeTech,059206,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,35.75,3.50,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,9.79,TapeTech 1/4-20 Special Hex Nut 059206,,missing,,,,,https://www.all-wall.com/059206-1-4-20-Sst-Hex-Special-Nut,2026-09-10T00:42:18.374613Z,,,,,,,,,,,13.29,TapeTech 1/4-20 Hex Nut (TAPE-059206),,product_specific,,,,,https://walltools.com/tapetech-1-4-20-hex-nut-TAPE-059206,2026-09-10T00:36:13.185615Z
tapetech::059227,TapeTech,059227,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,159.18,5.03,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.19,TapeTech 10-32 Special Nut 059227,,missing,,,,,https://www.all-wall.com/059227-10-32-Special-Nut,2026-09-10T00:42:18.373613Z,3.16,059227 - 10-32 Special Nut,,product_specific,,,,,https://www.alstapingtools.com/059227-10-32-special-nut,2026-09-10T00:02:37.695440Z,,,,,,,,,,
tapetech::059331,TapeTech,059331,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,445.45,4.41,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,0.99,TapeTech 10-32 x 5/16 Hex Setscrew Cup Pt 059331,,missing,,,,,https://www.all-wall.com/059331-Setscrew-10-32x5-for-07TT,2026-09-10T00:41:11.785868Z,5.40,"059331 - Setscrew, 10-32x5",,product_specific,,,,,https://www.alstapingtools.com/059331-setscrew-10-32x5,2026-09-10T00:02:39.359112Z,,,,,,,,,,
tapetech::150003f,TapeTech,150003f,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,37.80,19.65,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,51.99,TapeTech Coupling 150003F,,product_specific,,,,,https://www.all-wall.com/TapeTech-Roller-15TT-Coupling,2026-09-10T00:42:18.370613Z,,,,,,,,,,,71.64,TapeTech COUPLING (TAPE-150003F),,product_specific,,,,,https://walltools.com/tapetech-coupling-TAPE-150003f,2026-09-10T00:37:33.967417Z
tapetech::16c298,TapeTech,16c298,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,94.90,98.57,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,103.87,TapeTech Continuous Flow Hopper Filter 16C298,,product_specific,,,,,https://www.all-wall.com/TapeTech-Bazooka-CFS-Hopper-Filter-16C298,2026-09-10T00:41:41.543974Z,202.44,TapeTech Replacement Hopper Filter for Bazooka Continuous Flow Pump,,product_specific,,,,,https://www.alstapingtools.com/tapetech-replacement-hopper-filter-for-bazooka-continuous-flow-pump,2026-09-10T00:20:53.129897Z,,,,,,,,,,
tapetech::200,TapeTech,200,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,92.80,108.85,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,117.29,TapeTech Gooser Assembly 200,,product_specific,,,assembly,assembly,https://www.all-wall.com/TapeTech-RepairKit-TT200,2026-09-10T00:40:39.257389Z,,,,,,,,,,,226.14,TapeTech GOOSER SUB-ASSEMBLY (TAPE-200),,product_specific,,,assembly,assembly,https://walltools.com/tapetech-gooser-sub-assembly-TAPE-200,2026-09-10T00:37:54.337575Z
tapetech::200040,TapeTech,200040,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,27.79,8.00,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,28.79,"TapeTech 7"" Flat Box 4-40 Tie Rod 200040",,missing,,,,,https://www.all-wall.com/200040-4-40-Tie-Rod-7,2026-09-10T00:42:16.206578Z,,,,,,,,,,,36.79,"TapeTech 7"" TIE ROD (TAPE-200040F)",,product_specific,,,,,https://walltools.com/tapetech-7-tie-rod-TAPE-200040f,2026-09-10T00:37:01.725011Z
tapetech::200713,TapeTech,200713,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,28.01,3.96,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,18.10,TapeTech Dial Post 200713,,missing,,,,,https://www.all-wall.com/200713-Dial-Post,2026-09-10T00:41:24.845417Z,14.14,TapeTech Dial Post - 200713,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/tapetech-dial-post-200713,2026-09-10T00:20:31.457504Z,,,,,,,,,,
tapetech::202007,TapeTech,202007,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,74.06,9.88,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,13.34,"TapeTech Push Rod, Crown Adjustment 202007",,missing,,,,,https://www.all-wall.com/202007-Push-Rod-Crown-Adjustment,2026-09-10T00:42:16.205577Z,,,,,,,,,,,23.22,"TapeTech Push Rod, Crown Adjust (TAPE-202007)",,product_specific,,,,,https://walltools.com/tapetech-push-rod-crown-adjust-TAPE-202007,2026-09-10T00:38:19.225719Z
tapetech::209006,TapeTech,209006,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,35.91,0.93,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.59,"TapeTech Skid Cover, Right 209006",,product_specific,,,,,https://www.all-wall.com/Skid-Cover-Right,2026-09-10T00:42:13.822409Z,,,,,,,,,,,3.52,TapeTech Skid Cover - Right Side,,product_specific,,,,,https://walltools.com/tapetech-skid-cover-right-side,2026-09-10T00:38:32.693621Z
tapetech::209047,TapeTech,209047,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,33.47,0.80,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,2.39,TapeTech Nyliner Bearing 209047,,missing,,,,,https://www.all-wall.com/209047-Nyliner-Bearing,2026-09-10T00:42:13.810409Z,,,,,,,,,,,3.19,TapeTech Nyliner Bearing (TAPE-209047),,product_specific,,,,,https://walltools.com/tapetech-nyliner-bearing-TAPE-209047,2026-09-10T00:38:08.148117Z
tapetech::212081,TapeTech,212081,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,26.01,18.54,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,71.29,TapeTech Arm 212081,,missing,,,,,https://www.all-wall.com/212081-Arm,2026-09-10T00:41:51.782333Z,,,,,,,,,,,89.83,TapeTech ARM (TAPE-212081),,product_specific,,,,,https://walltools.com/tapetech-arm-TAPE-212081,2026-09-10T00:37:13.115301Z
tapetech::212085,TapeTech,212085,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,43.85,11.55,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,37.89,TapeTech Right Flange 212085,,product_specific,,,,,https://www.all-wall.com/212085-Tape-Tech-Power-Assist-Right-Flange,2026-09-10T00:41:51.785334Z,26.34,TapeTech Power Assist Right Flange - 212085,,product_specific,,,,,https://www.alstapingtools.com/tapetech-power-assist-right-flange-212085,2026-09-10T00:20:47.383758Z,,,,,,,,,,
tapetech::219006,TapeTech,219006,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,32.75,2.62,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,8.00,219006 -  Right Skid Power Assist Boxes,,product_specific,,,,,https://www.alstapingtools.com/219006-right-skid-power-assist-boxes,2026-09-10T00:04:57.496729Z,10.62,"TapeTech SKID, RIGHT (TAPE-219006)",,product_specific,,,,,https://walltools.com/tapetech-skid-right-TAPE-219006,2026-09-10T00:38:33.907660Z
tapetech::219039,TapeTech,219039,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,79.84,4.99,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,6.25,219039 - TapeTech Left Skid for Power Assist Boxes,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/219039-tapetech-left-skid-for-power-assist-boxes,2026-09-10T00:04:58.133467Z,11.24,"TapeTech SKID, LEFT (TAPE-219039)",,product_specific,,,,,https://walltools.com/tapetech-skid-left-TAPE-219039,2026-09-10T00:38:32.999654Z
tapetech::300040f,TapeTech,300040f,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,368.84,40.24,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,10.91,"TapeTech 12"" Flat Box 4-40 Tie Rod 300040",,missing,,,,,https://www.all-wall.com/300040-4-40-Tie-Rod-12,2026-09-10T00:42:11.610939Z,51.15,"4-40 Tie Rod for 12"" - 300040",,product_specific,,,,,https://www.alstapingtools.com/4-40-tie-rod-for-12-300040,2026-09-10T00:05:55.505603Z,,,,,,,,,,
tapetech::304002,TapeTech,304002,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,35.67,63.85,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,178.99,"TapeTech 12"" Flat Box Blade Holder Assembly 304002",,product_specific,,,assembly,assembly,https://www.all-wall.com/304002-12-Blade-Holder-Assembly,2026-09-10T00:42:11.610939Z,,,,,,,,,,,242.84,"TapeTech BLADE HOLDER ASSEMBLY, 12"" BOX (TAPE-304002)",,product_specific,,,assembly,assembly,https://walltools.com/tapetech-blade-holder-assembly-12-box-TAPE-304002,2026-09-10T00:37:16.701239Z
tapetech::350034,TapeTech,350034,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,39.06,14.45,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,36.99,"TapeTech 8"" Angle Box Pressure Plate 350034",,product_specific,,,,,https://www.all-wall.com/350034-8-Pressure-Plate,2026-09-10T00:42:11.609939Z,,,,,,,,,,,51.44,"TapeTech 8"" PRESSURE PLATE (TAPE-350034)",,product_specific,,,,,https://walltools.com/tapetech-8-pressure-plate-TAPE-350034,2026-09-10T00:37:08.243773Z
tapetech::400005,TapeTech,400005,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,58.40,4.90,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.39,"TapeTech 2"" Blade Tension Spring 400005",,product_specific,,,,,https://www.all-wall.com/400005-TapeTech-2-Inch-Blade-Tension-Spring,2026-09-10T00:42:11.606939Z,,,,,,,,,,,13.29,TapeTech Blade Tension Spring (TAPE-400005),,product_specific,,,,,https://walltools.com/tapetech-blade-tension-spring-TAPE-400005,2026-09-10T00:37:17.420716Z
tapetech::409021,TapeTech,409021,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,31.00,2.26,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,7.29,"TapeTech 2"" Retainer Spring 409021",,missing,,,,,https://www.all-wall.com/409021-Retainer-Spring-2,2026-09-10T00:42:11.604939Z,,,,,,,,,,,9.55,"TapeTech Retainer Spring - 2"" Corner Finisher Head",,product_specific,,,,,https://walltools.com/tapetech-retainer-spring-2-corner-finisher-head,2026-09-10T00:38:22.863313Z
tapetech::480021,TapeTech,480021,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,25.98,1.66,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,6.39,TapeTech Blade Tension Spring 480021,,missing,,,,,https://www.all-wall.com/480021-Blade-Tension-Spring,2026-09-10T00:42:11.602939Z,,,,,,,,,,,8.05,TapeTech Blade Tension Spring (TAPE-480021),,product_specific,,,,,https://walltools.com/tapetech-blade-tension-spring-TAPE-480021,2026-09-10T00:37:18.829809Z
tapetech::501c10,TapeTech,501c10,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,38.60,7.33,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,18.99,"TapeTech 10"" Flat Box Repair Kit 501C10",,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-RepairKit-501C10,2026-09-10T00:40:39.257389Z,,,,,,,,,,,26.32,TapeTech 10 in. Flat Box Repair Kit,,product_specific,,,bundle,kit,https://walltools.com/tapetech-10-in-flat-box-repair-kit,2026-09-10T00:36:20.736931Z
tapetech::501c12,TapeTech,501c12,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,38.80,7.95,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,20.49,"TapeTech 12"" Flat Box Repair Kit 501C12",,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-RepairKit-501C12,2026-09-10T00:40:39.257389Z,,,,,,,,,,,28.44,TapeTech 12 in. Flat Box Repair Kit (TAPE-501C12),,product_specific,,,bundle,kit,https://walltools.com/tapetech-12-in-flat-box-repair-kit-TAPE-501c12,2026-09-10T00:36:23.720514Z
tapetech::501c7,TapeTech,501c7,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,27.54,5.23,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,18.99,"TapeTech 7"" Flat Box Repair Kit 501C7",,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-RepairKit-501C7,2026-09-10T00:40:39.257389Z,,,,,,,,,,,24.22,"TapeTech 7"" FLAT BOX REPAIR KIT (TAPE-501C7)",,product_specific,,,bundle,kit,https://walltools.com/tapetech-7-flat-box-repair-kit-TAPE-501c7,2026-09-10T00:37:00.660498Z
tapetech::502f4x,TapeTech,502f4x,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,39.86,29.35,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,102.99,"TapeTech 3.5"" Angle Head Blade Kit 502F4X",,product_specific,,,bundle,kit,https://www.all-wall.com/TapeTech-3-5-AngleHead-BladeKit-502F4X,2026-09-10T00:40:50.648277Z,73.64,"TapeTech 3.5"" EZ Roll Corner Finisher Blade Kit - 502F4X",,product_specific,,,bundle,kit,https://www.alstapingtools.com/tapetech-3-5-ez-roll-corner-finisher-blade-kit-502f4x,2026-09-10T00:20:01.820406Z,,,,,,,,,,
tapetech::602029f,TapeTech,602029f,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,73.91,3.40,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.00,TapeTech Special Rivet 602029F,,missing,,,,,https://www.all-wall.com/602029-Special-Rivet,2026-09-10T00:42:10.083448Z,,,,,,,,,,,4.60,TapeTech SPECIAL RIVET (TAPE-602029F),,product_specific,,,,,https://walltools.com/tapetech-special-rivet-TAPE-602029f,2026-09-10T00:38:36.970207Z
tapetech::602045f,TapeTech,602045f,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,73.91,3.40,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.00,TapeTech Special Washer 602045F,,missing,,,,,https://www.all-wall.com/602045-Special-Washer,2026-09-10T00:42:10.083448Z,,,,,,,,,,,4.60,TapeTech SPECIAL WASHER (TAPE-602045F),,product_specific,,,,,https://walltools.com/tapetech-special-washer-TAPE-602045f,2026-09-10T00:38:36.613206Z
tapetech::603031,TapeTech,603031,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,71.31,4.15,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,5.82,Special Nut - 603031,,product_specific,,,,,https://www.alstapingtools.com/special-nut-603031,2026-09-10T00:18:45.875133Z,9.97,TapeTech NUT SPECIAL (TAPE-603031),,product_specific,,,,,https://walltools.com/tapetech-nut-special-TAPE-603031,2026-09-10T00:38:07.181091Z
tapetech::604036,TapeTech,604036,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,29.46,22.39,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,75.99,"TapeTech 2"" Blade Clamp Assembly 604036",,product_specific,,,assembly,assembly,https://www.all-wall.com/604036-Blade-Clamp-Assembly,2026-09-10T00:42:10.082448Z,,,,,,,,,,,98.38,TapeTech BLADE CLAMP ASSY (TAPE-604036),,product_specific,,,assembly,assembly,https://walltools.com/tapetech-blade-clamp-assy-TAPE-604036,2026-09-10T00:37:15.558328Z
tapetech::630010,TapeTech,630010,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,31.08,9.01,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,28.99,"TapeTech 2"" Nail Spotter Hinge Block 630010",,missing,,,,,https://www.all-wall.com/630010-Hinge-Block,2026-09-10T00:42:10.080449Z,,,,,,,,,,,38.00,"TapeTech 2"" HINGE BLOCK (TAPE-630010)",,product_specific,,,,,https://walltools.com/tapetech-2-hinge-block-TAPE-630010,2026-09-10T00:36:29.457067Z
tapetech::654036,TapeTech,654036,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,34.93,29.48,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,84.39,"TapeTech 3"" Blade Clamp Assembly 654036",,product_specific,,,assembly,assembly,https://www.all-wall.com/654036-Blade-Clamp-Assembly,2026-09-10T00:42:10.078448Z,,,,,,,,,,,113.87,TapeTech BLADE CLAMP ASSY (TAPE-654036),,product_specific,,,assembly,assembly,https://walltools.com/tapetech-blade-clamp-assy-TAPE-654036,2026-09-10T00:37:15.802841Z
tapetech::681015,TapeTech,681015,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,32.37,24.60,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,75.99,"TapeTech 3"" Nail Spotter Wiper 681015",,product_specific,,,,,https://www.all-wall.com/EasyClean-Nailspotter-Wiper-3,2026-09-10T00:42:13.822409Z,100.59,"TapeTech 3"" Wiper For Nailspotter - 680015",,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/tapetech-3-wiper-for-nailspotter-680015,2026-09-10T00:20:05.082977Z,,,,,,,,,,
tapetech::700036,TapeTech,700036,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,58.38,9.51,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,16.29,TapeTech 5/16-24 X 1-7/16 Stud 700036,,missing,,,,,https://www.all-wall.com/700036-5-16-24-X-1-7-16-Stud,2026-09-10T00:42:13.820410Z,,,,,,,,,,,25.80,TapeTech 5/16-24X1 7/16 STD SCREW (TAPE-700036),,product_specific,,,,,https://walltools.com/tapetech-5-16-24x1-7-16-std-screw-TAPE-700036,2026-09-10T00:36:48.811708Z
tapetech::700045,TapeTech,700045,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,46.60,5.75,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,12.34,Retainer - 700045,,quarantined_storefront_boilerplate,,,,,https://www.alstapingtools.com/retainer-700045,2026-09-10T00:17:26.181607Z,18.09,TapeTech RETAINER (TAPE-700045),,product_specific,,,,,https://walltools.com/tapetech-retainer-TAPE-700045,2026-09-10T00:38:21.846622Z
tapetech::709027,TapeTech,709027,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,244.54,2.91,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,1.19,TapeTech 3/8-16 Thin Nylock Nut 709027,,product_specific,,,,,https://www.all-wall.com/38-16-Thin-Nylock,2026-09-10T00:42:13.818409Z,,,,,,,,,,,4.10,TapeTech 3/8-16 THIN FLEXL (TAPE-709027),,product_specific,,,,,https://walltools.com/tapetech-3-8-16-thin-flexl-TAPE-709027,2026-09-10T00:36:33.173128Z
tapetech::804242,TapeTech,804242,P0_gt_25pct,Al's Taping Tools vs Wall Tools,All-Wall,122.23,54.15,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,,,,,,,,,,,44.30,"42"" Connector Assembly - 804242",,product_specific,,,assembly,assembly,https://www.alstapingtools.com/42-connector-assembly-804242,2026-09-10T00:06:11.892680Z,98.45,"TapeTech 42"" CONNECTOR",,product_specific,,,,,https://walltools.com/tapetech-42-connector,2026-09-10T00:36:46.463603Z
tapetech::810028,TapeTech,810028,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,110.97,12.64,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,11.39,TapeTech Swivel Axle 810028,,missing,,,,,https://www.all-wall.com/810028-Swivel-Axle,2026-09-10T00:42:13.813408Z,24.03,810028 - Swivel Axle,,product_specific,,,,,https://www.alstapingtools.com/810028-swivel-axle,2026-09-10T00:07:32.600287Z,,,,,,,,,,
tapetech::810029,TapeTech,810029,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,59.17,11.71,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,19.79,TapeTech Connector Coupling 810029,,missing,,,,,https://www.all-wall.com/810029-Connector-Coupling,2026-09-10T00:42:13.813408Z,31.50,810029 - Connector Coupling,,product_specific,,,,,https://www.alstapingtools.com/810029-connector-coupling,2026-09-10T00:07:32.918288Z,,,,,,,,,,
tapetech::814242,TapeTech,814242,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,91.10,32.65,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,matching_explicit_scope,,68.49,"TapeTech 42"" Connector Assy 814242",,missing,,,assembly,assembly,https://www.all-wall.com/814242-42-Connector-Assy,2026-09-10T00:41:28.203923Z,35.84,"814242 - 42"" Connector Assy",,product_specific,,,assembly,assembly,https://www.alstapingtools.com/814242-42-connector-assy,2026-09-10T00:07:34.680805Z,,,,,,,,,,
tapetech::880042,TapeTech,880042,P0_gt_25pct,All-Wall vs Al's Taping Tools,Wall Tools,72.93,5.90,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,13.99,TapeTech Rubber Grip Handle 880042,,product_specific,,,,,https://www.all-wall.com/880042-Rubber-Grip-Handle,2026-09-10T00:42:10.076448Z,8.09,Rubber Grip Handle - 880042,,product_specific,,,,,https://www.alstapingtools.com/rubber-grip-handle-880042,2026-09-10T00:17:34.746463Z,,,,,,,,,,
tapetech::882013,TapeTech,882013,P0_gt_25pct,All-Wall vs Wall Tools,Al's Taping Tools,57.71,5.13,OFFER_EQUIVALENT_PRICE_DISAGREEMENT,verified_identity_no_structural_mismatch_detected,,8.89,TapeTech Locking Pin 882013,,missing,,,,,https://www.all-wall.com/882013-Locking-Pin,2026-09-10T00:41:53.900187Z,,,,,,,,,,,14.02,TapeTech Locking Pin (TAPE-882013),,product_specific,,,,,https://walltools.com/tapetech-locking-pin-TAPE-882013,2026-09-10T00:38:01.607533Z
