DTB Row,DTB Product Type,DTB Parent SKU,DTB SKU,DTB Brand,DTB Product,DTB Effective Price,DTB Price Basis,DTB Price Warnings,Verified Competitor Count,Distinct Verified Prices,Market Price Status,Market Price,Market Price Evidence Count,Observed Price Spread,DTB vs Market Price,DTB vs Market Price %,Review Candidate Count,Recommended Review Status,Approved Alias Evidence Count,All-Wall Verified,All-Wall Identity,All-Wall SKU,All-Wall Product,All-Wall Price,All-Wall Duplicate Count,All-Wall Observed Duplicate Prices,All-Wall Evidence Quality,Al's Taping Tools Verified,Al's Taping Tools Identity,Al's Taping Tools SKU,Al's Taping Tools Product,Al's Taping Tools Price,Al's Taping Tools Duplicate Count,Al's Taping Tools Observed Duplicate Prices,Al's Taping Tools Evidence Quality,Wall Tools Verified,Wall Tools Identity,Wall Tools SKU,Wall Tools Product,Wall Tools Price,Wall Tools Duplicate Count,Wall Tools Observed Duplicate Prices,Wall Tools Evidence Quality
250,variation,AH9-CLIP,AH9A,Columbia Tools,"Bottom Retainer Corner Clip - 3.5""",11.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,2,Single-Source Evidence + Review Candidates,0,no,columbia::ah9a,AH9A,AH9-3.5 Columbia Angle Head Retainer Clip (Long) Fat Heads #5815,,0,,review_only,no,,AH9A,AH9A - Center Clip Assembly,,0,,review_only,yes,columbia::ah9a,AH9A,Columbia 3.5 in. Bottom Retainer Clip (COLM-AH9A),9.71,0,9.71,verified_exact_identity
252,variation,AH9-CLIP,AH9,Columbia Tools,Bottom Retainer Corner Clip - Standard,10.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::ah9,AH9,AH9 Columbia Angle Head Retainer Clip (Long) #5814,,0,,review_only,no,,,,,0,,,yes,columbia::ah9,AH9,"Columbia 2, 2.5, & 3 in. Bottom Retainer Clip (COLM-AH9)",9.71,0,9.71,verified_exact_identity
253,variation,BH9,BH9-3,Columbia Tools,Brake Connecting Strap - 3',27.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh9-3,BH9-3,Columbia 3 ft. Brake Connecting Strap for 180 Grip Flat Box Handle (COLM-BH9-3),24.79,0,24.79,verified_exact_identity
254,variation,BH9,BH9-42,Columbia Tools,"Brake Connecting Strap - 42""",29.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh9-42,BH9-42,Columbia 3.5 ft. Brake Connecting Strap for 180 Grip Flat Box Handle (COLM-BH9-42),26.84,0,26.84,verified_exact_identity
255,variation,BH9,BH9-4,Columbia Tools,Brake Connecting Strap - 4',31.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh9-4,BH9-4,Columbia 4 ft. Brake Connecting Strap for 180 Grip Flat Box Handle (COLM-BH9-4),28.90,0,28.90,verified_exact_identity
256,variation,BH9,BH9-5,Columbia Tools,Brake Connecting Strap - 5',33.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh9-5,BH9-5,Columbia 5 ft. Brake Connecting Strap for 180 Grip Flat Box Handle (COLM-BH9-5),30.96,0,30.96,verified_exact_identity
257,variation,BH9,BH9-6,Columbia Tools,Brake Connecting Strap - 6',35.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh9-6,BH9-6,Columbia 6 ft. Brake Connecting Strap for 180 Grip Flat Box Handle (COLM-BH9-6),33.02,0,33.02,verified_exact_identity
258,simple,,HH16A,Columbia Tools,Bleeder Screw,17.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hh16a,HH16A,Columbia Bleeder Screw for Hydra Reach Flat Box Handle (COLM-HH16A),4.82,0,4.82,verified_exact_identity
259,simple,,HH10B,Columbia Tools,Bottom Cap,2.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,1,Identity Review Required,0,no,columbia::hh10b,HH10B,COLHH10B Bottom Cap for COL88,,0,,review_only,no,,,,,0,,,no,,,,,0,,
260,simple,,CFB8,Columbia Tools,Box Mount,44.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::cfb8,CFB8,CFB8 Columbia Angle Box Handle Mount Casting #5549,52.72,0,52.72,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
261,simple,,FFB36,Columbia Tools,Box Wheel,5.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
262,simple,,CT87A,Columbia Tools,Bracket Brace,14.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.21,,,0,Price Conflict - Review Required,0,yes,columbia::ct87a,CT87A,CT87A Columbia Taper Bracket Base #5860,10.98,0,10.98,verified_exact_identity,no,,,,,0,,,yes,columbia::ct87a,CT87A,Columbia Bracket Base (COLM-CT87A),7.77,0,7.77,verified_exact_identity
263,simple,,HH7,Columbia Tools,Brake,22.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hh7,HH7,HH7 Columbia Hydra Handle Brake #6148,26.52,0,26.52,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
264,simple,,MH9A,Columbia Tools,Brake Activation Rod,24.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
265,simple,,CT16,Columbia Tools,Brake Dog,15.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct16,CT16,Columbia Brake Dog (COLM-CT16),16.16,0,16.16,verified_exact_identity
266,simple,,HH13,Columbia Tools,Brake Pin,16.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hh13,HH13,HH13 Columbia Hydra Handle Brake Pin #6150,19.46,0,19.46,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
267,simple,,HH14,Columbia Tools,Brake Piston,17.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::hh14,HH14,Columbia Brake Cylinder Piston for Hydra Reach Flat Box Handle (COLM-HH14),17.42,0,17.42,verified_exact_identity
268,simple,,MH8,Columbia Tools,Brake Rod Bushing,8.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
269,simple,,HH12,Columbia Tools,Brake Spring,5.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hh12,HH12,HH12 Columbia Hydra Handle Brake Spring #6149,6.55,0,6.55,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
271,variation,HH-BRASS-CONNECTOR,HH17A,Columbia Tools,Brass Connector - 1,5.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::hh17a,HH17A,13714,6.80,0,6.80,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
272,variation,HH-BRASS-CONNECTOR,HH17B,Columbia Tools,Brass Connector - 2,5.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.04,,,0,Price Conflict - Review Required,0,yes,columbia::hh17b,HH17B,13715,6.80,0,6.80,verified_exact_identity,no,,,,,0,,,yes,columbia::hh17b,HH17B,Columbia Brass Connector #2 for Hydra Reach Flat Box Handle (COLM-HH17B),4.76,0,4.76,verified_exact_identity
273,simple,,CT72,Columbia Tools,Cable,10.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct72,CT72,Columbia Plunger Cable (COLM-CT72),7.77,0,7.77,verified_exact_identity
274,simple,,CT73,Columbia Tools,Cable Drum,34.23,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.39,,,1,Price Conflict - Review Required,0,yes,columbia::ct73,CT73,CT73 Columbia Taper Cable Drum #5846,45.16,0,45.16,verified_exact_identity,no,,050083F-A,71 - Cable Drum,,0,,review_only,yes,columbia::ct73,CT73,Columbia Cable Drum - Stainless Steel (COLM-CT73),38.77,0,38.77,verified_exact_identity
275,simple,,BH26,Columbia Tools,Cam,21.95,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,4.13,,,0,Price Conflict - Review Required,0,yes,columbia::bh26,BH26,BH26 Columbia Box Handle Cam for 180 Handle #11575,12.38,0,12.38,verified_exact_identity,yes,columbia::bh26,BH26,Box Handle Cam for 180 Handle - BH26,9.62,0,9.62,verified_exact_identity,yes,columbia::bh26,BH26,Columbia Cam for 180 Grip Flat Box Handle (COLM-BH26),8.25,0,8.25,verified_exact_identity
276,simple,,BH7,Columbia Tools,Cam Follower,15.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::bh7,BH7,Columbia Cam Follower for 180 Grip Flat Box Handle (COLM-BH7),13.43,0,13.43,verified_exact_identity
277,simple,,HH19,Columbia Tools,Cap,17.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
278,simple,,CT35,Columbia Tools,Cap Reinforcing Tab,4.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.35,,,0,Price Conflict - Review Required,0,yes,columbia::ct35,CT35,CT35 Columbia Taper Cap Reinforcing Tab #5608,4.58,0,4.58,verified_exact_identity,no,,,,,0,,,yes,columbia::ct35,CT35,Columbia Cap Reinforcing Tab (COLM-CT35),3.23,0,3.23,verified_exact_identity
279,simple,,CT55,Columbia Tools,Carriage Guide Rod,12.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.13,,,0,Price Conflict - Review Required,0,yes,columbia::ct55,CT55,CT55 Columbia Taper Carriage Guide Rod #5831,15.06,0,15.06,verified_exact_identity,no,,,,,0,,,yes,columbia::ct55,CT55,Columbia Carriage Guide Rod (COLM-CT55),12.93,0,12.93,verified_exact_identity
280,simple,,CT56,Columbia Tools,Carriage Guide Rod Stop,7.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.70,,,0,Price Conflict - Review Required,0,yes,columbia::ct56,CT56,CT56 Columbia Taper Carriage Guide Rod Stop #5832,9.18,0,9.18,verified_exact_identity,no,,,,,0,,,yes,columbia::ct56,CT56,Columbia Carriage Guide Rod Stop (COLM-CT56),6.48,0,6.48,verified_exact_identity
281,simple,,CT31,Columbia Tools,Chain Tension & Guide Bracket,6.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::ct31,CT31,CT31 Columbia Taper Chain Tension & Guide Bracke #5604,,0,,review_only,no,,,,,0,,,yes,columbia::ct31,CT31,Columbia Chain Tension & Guide Bracke (COLM-CT31),5.82,0,5.82,verified_exact_identity
282,simple,,CT83,Columbia Tools,Clutch Dog,3.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.47,,,0,Price Conflict - Review Required,0,yes,columbia::ct83,CT83,CT83 Columbia Taper Clutch Dog #5855,4.70,0,4.70,verified_exact_identity,no,,,,,0,,,yes,columbia::ct83,CT83,Columbia Clutch Dog (COLM-CT83),3.23,0,3.23,verified_exact_identity
283,simple,,CT82,Columbia Tools,Clutch Lever,19.75,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.28,,,1,Price Conflict - Review Required,0,yes,columbia::ct82,CT82,CT82 Columbia Taper Clutch Lever #5854,30.12,0,30.12,verified_exact_identity,no,tapetech::ct82,CT82,Taper Clutch Lever - CT82,,0,,review_only,yes,columbia::ct82,CT82,Columbia Clutch Lever (COLM-CT82),25.84,0,25.84,verified_exact_identity
284,simple,,CT88,Columbia Tools,Clutch Release Rod,16.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.58,,,0,Price Conflict - Review Required,0,yes,columbia::ct88,CT88,CT88 Columbia Taper Clutch Release Rod #5862,18.10,0,18.10,verified_exact_identity,no,,,,,0,,,yes,columbia::ct88,CT88,Columbia Clutch Release Rod (COLM-CT88),15.52,0,15.52,verified_exact_identity
285,simple,,CT85,Columbia Tools,Clutch Release Shaft,40.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.41,,,0,Price Conflict - Review Required,0,yes,columbia::ct85,CT85,CT85 Columbia Taper Clutch Release Shaft #5857,45.18,0,45.18,verified_exact_identity,no,,,,,0,,,yes,columbia::ct85,CT85,Columbia Clutch Release Shaft (COLM-CT85),38.77,0,38.77,verified_exact_identity
286,simple,,CT81,Columbia Tools,Clutch Return Spring,3.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.08,,,0,Price Conflict - Review Required,0,yes,columbia::ct81,CT81,CT81 Columbia Taper Clutch Return Spring #5853,3.68,0,3.68,verified_exact_identity,no,,,,,0,,,yes,columbia::ct81,CT81,Columbia Clutch Return Spring (COLM-CT81),2.60,0,2.60,verified_exact_identity
287,simple,,HH9,Columbia Tools,Coiled Hydraulic Line,40.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,5.81,,,0,Price Conflict - Review Required,0,yes,columbia::hh9,HH9,Columbia Coiled Hydraulic Hose for COL88,50.01,0,50.01,verified_exact_identity,no,,,,,0,,,yes,columbia::hh9,HH9,Columbia Coiled Hydraulic Line for Hydra Reach Flat Box Handle (COLM-HH9),44.20,0,44.20,verified_exact_identity
288,simple,,HP44,Columbia Tools,Collar O-Ring,2.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.73,,,0,Price Conflict - Review Required,0,yes,columbia::hp44,HP44,HP44 Columbia Mud Pump Collar O-Ring #6153,2.35,0,2.35,verified_exact_identity,no,,,,,0,,,yes,columbia::hp44,HP44,"Columbia Collar ""O"" Ring (COLM-HP44)",1.62,0,1.62,verified_exact_identity
289,simple,,AHA,Columbia Tools,Angle Head Adapter,24.87,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.01,,,0,Price Conflict - Review Required,0,no,,,,,0,,,yes,columbia::aha,AHA,Columbia Angle Head Ball Adapter,24.87,0,24.87,verified_exact_identity,yes,columbia::aha,AHA,Columbia Angle Head Adaptor,24.88,0,24.88,verified_exact_identity
290,simple,,CMH,Columbia Tools,Columbia Closet Monster Handle,123.28,regular_price,,3,2,MARKET_PRICE_CONFLICT,,0,0.43,,,0,Price Conflict - Review Required,0,yes,columbia::cmh,CMH,"Columbia Closet Monster 18"" Handle",113.99,0,113.99,verified_exact_identity,yes,columbia::cmh,CMH,"Columbia Closet Monster 18"" Flat Box Handle",113.56,0,113.56,verified_exact_identity,yes,columbia::cmh,CMH,Columbia Closet Monster Flat Box Handle,113.56,0,113.56,verified_exact_identity
292,simple,,CC,Columbia Tools,Columbia Corner Cobra,401.00,regular_price,,3,3,MARKET_PRICE_CONFLICT,,0,0.30,,,0,Price Conflict - Review Required,0,yes,columbia::cc,CC,Columbia Corner Cobra Adjustable Roller,368.00,0,368.00,verified_exact_identity,yes,columbia::cc,CC,Columbia Corner Cobra Adjustable Inside & Outside Corner Roller,367.71,0,367.71,verified_exact_identity,yes,columbia::cc,CC,Columbia Corner Cobra,367.70,0,367.70,verified_exact_identity
293,simple,,CR,Columbia Tools,Columbia Corner Roller,167.63,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.88,,,1,Price Conflict - Review Required,0,yes,columbia::cr,CR,Columbia Corner Roller Head Only,162.75,0,162.75,verified_exact_identity,yes,columbia::cr,CR,Columbia Corner Roller,167.63,0,167.63,verified_exact_identity,no,tapetech::cr,CR,"TapeTech Corner Roller and Handles (TAPE-15TTE, FHTT, XHTT)",,0,,review_only
294,simple,,CT86,Columbia Tools,CT86 – Toe Kicker Cable,17.12,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,3.19,,,0,Price Conflict - Review Required,0,yes,columbia::ct86,CT86,CT86 Columbia Taper Toe Kicker Cable #5858,22.60,0,22.60,verified_exact_identity,no,,,,,0,,,yes,columbia::ct86,CT86,Columbia Toe Kicker Cable (COLM-CT86),19.41,0,19.41,verified_exact_identity
295,simple,,FA259,Columbia Tools,"FA259 8-32 X 5/16"" Binder Slot",1.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa259,FA259,Columbia 8-32 x 5/16 in. Binder Slot Screw (COLM-FA259),0.55,0,0.55,verified_exact_identity
296,simple,,FA292,Columbia Tools,FA292 1/4-20 Nyloc Jam Nut,3.15,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.57,,,0,Price Conflict - Review Required,0,yes,columbia::fa292,FA292,FA292 Columbia 1/4-20 Nyloc Jam Nut #6043,1.93,0,1.93,verified_exact_identity,no,,,,,0,,,yes,columbia::fa292,FA292,Columbia -20 Nyloc Jam Nut (COLM-FA292),1.36,0,1.36,verified_exact_identity
297,variation,HNS4,HNS4-2,Columbia Tools,"Door - 2""",33.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
298,variation,HNS4,HNS4-3,Columbia Tools,"Door - 3""",33.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
299,simple,,FA311,Columbia Tools,"FA311 1/4-28 X 1/2"" Socket Head",2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::fa311,FA311,Columbia -28 x  in. Socket Head Screw (COLM-FA311),1.53,0,1.53,verified_exact_identity
300,simple,,FA315,Columbia Tools,"FA315 10-32 X 3/8"" Flat Socket Head",2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::fa315,FA315,13720,2.10,0,2.10,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
301,simple,,PCLT42,Columbia Tools,Columbia Predator Camlock Tube,368.05,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
302,simple,,PCMT42,Columbia Tools,"Columbia Predator Compound Tube 42""",274.93,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
303,simple,,PHMP,Columbia Tools,Columbia Predator Mud Pump,496.42,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,yes,columbia::phmp,PHMP,Columbia Predator Mud Pump,496.42,0,496.42,verified_exact_identity,no,,,,,0,,
304,simple,,SAT,Columbia Tools,Columbia Semi Automatic Taper,244.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,0.67,,,4,Price Conflict - Review Required,0,yes,columbia::sat,SAT,Columbia Semi Auto Drywall Taping Tool,243.99,1,243.99,verified_exact_identity,no,,TAPER,Columbia Automatic Taper,,1,,review_only,yes,columbia::sat,SAT,Columbia Semi Automatic Taper,243.32,1,243.32,verified_exact_identity
305,simple,,CFB5B,Columbia Tools,Cone Ball,16.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,yes,columbia::cfb5b,CFB5B,Columbia Mud Tube Auto-Tool Ball End,19.46,0,19.46,verified_exact_identity,no,,,,,0,,,no,,,,,0,,
306,simple,,CT132,Columbia Tools,Connecting Link,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,,,,,0,,,no,,FLP-07,3 - Connecting Link,,0,,review_only,yes,columbia::ct132,CT132,Columbia Connecting Link (S-Hook)  (COLM-CT132),3.87,0,3.87,verified_exact_identity
307,simple,,MH7,Columbia Tools,Connecting Link Fork,29.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
308,simple,,MH5,Columbia Tools,Connecting Link Pin,5.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
309,simple,,CT45,Columbia Tools,Connecting Rod,22.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.88,,,0,Price Conflict - Review Required,0,yes,columbia::ct45,CT45,CT45 Columbia Taper Connecting Rod (Includes CT46 Stop) #5619,20.34,0,20.34,verified_exact_identity,no,,,,,0,,,yes,columbia::ct45,CT45,Columbia Connecting Rod (Now one piece Includes CT46 Rod Stop) 2005+ (COLM-CT45),17.46,0,17.46,verified_exact_identity
310,simple,,MH16,Columbia Tools,Connecting Rod Housing,8.00,regular_price,,0,0,NO_MARKET_EVIDENCE,,0,,,,0,No Market Evidence,0,no,,,,,0,,,no,,,,,0,,,no,,,,,0,,
311,simple,,CT112,Columbia Tools,Connecting Stud,11.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.79,,,0,Price Conflict - Review Required,0,yes,columbia::ct112,CT112,CT112 Columbia Taper Connecting Stud #5970,12.64,0,12.64,verified_exact_identity,no,,,,,0,,,yes,columbia::ct112,CT112,Columbia Slotted Piston Connecting Stud (COLM-CT112),10.85,0,10.85,verified_exact_identity
312,simple,,CT104,Columbia Tools,Connection Strap,18.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,10.36,,,0,Price Conflict - Review Required,1,no,,,,,0,,,yes,columbia::ct104,CT-104,Taper Connection Strap - CT104,22.00,0,22.00,verified_exact_identity,yes,columbia::ct104,CT104,Columbia Crimper lever Connection Strap (COLM-CT104),11.64,0,11.64,verified_exact_identity
313,simple,,CT105,Columbia Tools,Crimper Lever,34.50,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,4.90,,,0,Price Conflict - Review Required,0,yes,columbia::ct105,CT105,CT105 Columbia Taper Crimper Lever #5965,34.62,0,34.62,verified_exact_identity,no,,,,,0,,,yes,columbia::ct105,CT105,Columbia Crimper Lever (COLM-CT105),29.72,0,29.72,verified_exact_identity
314,simple,,CT10A,Columbia Tools,Crimping Arm Shaft Bushing - L,13.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.23,,,1,Price Conflict - Review Required,0,yes,columbia::ct10a,CT10A,CT10A Columbia Taper Crimping Arm Bushing Left #5584,7.08,0,7.08,verified_exact_identity,no,tapetech::ct10a,CT10A,Taper Crimping Arm Bushing Left - CT10A,,0,,review_only,yes,columbia::ct10a,CT10A,Columbia Crimping Arm Bushing - Left (COLM-CT10A),4.85,0,4.85,verified_exact_identity
315,simple,,CT47,Columbia Tools,Crimping Wheel,18.95,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.13,,,0,Price Conflict - Review Required,0,yes,columbia::ct47,CT47,CT47 Columbia Taper Crimping Wheel #5621,15.06,0,15.06,verified_exact_identity,no,,,,,0,,,yes,columbia::ct47,CT47,Columbia Crimping Wheel (COLM-CT47),12.93,0,12.93,verified_exact_identity
316,simple,,CT50,Columbia Tools,Crimping Wheel Bushing,6.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.41,,,0,Price Conflict - Review Required,0,yes,columbia::ct50,CT50,CT50 Columbia Taper Crimping Wheel Bushing #5624,8.23,0,8.23,verified_exact_identity,no,,,,,0,,,yes,columbia::ct50,CT50,Columbia Crimping Wheel Bushing (COLM-CT50),5.82,0,5.82,verified_exact_identity
317,simple,,CR4,Columbia Tools,Cut Washer,3.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,1.60,,,0,Price Conflict - Review Required,0,yes,columbia::cr4,CR4,CR4 Columbia Corner Roller Washer #5564,5.40,0,5.40,verified_exact_identity,no,,,,,0,,,yes,columbia::cr4,CR4,Columbia Cut Washer (COLM-CR4),3.80,0,3.80,verified_exact_identity
318,simple,,CT42A,Columbia Tools,Diamond Blade,2.00,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,0,Single-Source Evidence,0,no,,,,,0,,,no,,,,,0,,,yes,columbia::ct42a,CT42A,"Columbia Pyramid/Diamond Blades, Commercial Grade (COLM-CT42A)",1.96,0,1.96,verified_exact_identity
319,simple,,CT13,Columbia Tools,Dog Base Bracket,16.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,2.05,,,0,Price Conflict - Review Required,0,yes,columbia::ct13,CT13,Columbia Taper Dog Base Bracket,14.46,0,14.46,verified_exact_identity,no,,,,,0,,,yes,columbia::ct13,CT13,Columbia Dog Base Bracket (COLM-CT13),12.41,0,12.41,verified_exact_identity
324,variation,CFB4,CFB4-7,Columbia Tools,"Door - 7""",42.50,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::cfb4-7,CFB4-7,"CFB4-7 Pressure Door for 7CFB Angle Box - 6.125""",,0,,review_only,no,,,,,0,,,yes,columbia::cfb4-7,CFB4-7,Columbia 7 in. Corner Box Door (COLM-CFB4-7),12.93,0,12.93,verified_exact_identity
325,variation,CFB4,CFB4-8,Columbia Tools,"Door - 8""",46.95,regular_price,,1,1,MARKET_PRICE_SINGLE_SOURCE,,0,0.00,,,1,Single-Source Evidence + Review Candidates,0,no,columbia::cfb4-8,CFB4-8,"CFB4-8 Pressure Door for 8CFB Angle Box - 7.0625""",,0,,review_only,no,,,,,0,,,yes,columbia::cfb4-8,CFB4-8,Columbia 8 in. Corner Box Door (COLM-CFB4-8),12.93,0,12.93,verified_exact_identity
326,variation,HNS15,HNS15-2,Columbia Tools,"Door Gasket - 2""",36.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.20,,,0,Price Conflict - Review Required,0,yes,columbia::hns15-2,HNS15-2”,HNS15-2 Columbia Nail Spotter Door Gasket 2in #12536,43.74,0,43.74,verified_exact_identity,no,,,,,0,,,yes,columbia::hns15-2,HNS15-2,Columbia Door Gasket for 2 in. Hinged Nail Spotter (COLM-HNS15-2),37.54,0,37.54,verified_exact_identity
327,variation,HNS15,HNS15-3,Columbia Tools,"Door Gasket - 3""",35.00,regular_price,,2,2,MARKET_PRICE_CONFLICT,,0,6.20,,,0,Price Conflict - Review Required,0,yes,columbia::hns15-3,HNS15-3”,HNS15-3 Columbia Nail Spotter Door Gasket 3in #12537,43.74,0,43.74,verified_exact_identity,no,,,,,0,,,yes,columbia::hns15-3,HNS15-3,Columbia Door Gasket for 3 in. Hinged Nail Spotter (COLM-HNS15-3),37.54,0,37.54,verified_exact_identity
