dtb_brand,dtb_product_name,dtb_sku,dtb_mpn,dtb_regular_price,dtb_sale_price,dtb_map_price,allwall_product_name,allwall_sku,allwall_url,allwall_regular_price,allwall_sale_price,allwall_current_price,allwall_availability,match_status,match_confidence,match_method,price_vs_dtb_map,evidence_notes,checked_at
Columbia Tools,Nylatron Chain Roller - Right (Small),CT29,CT29,13.50,,,CT29 Columbia Taper Nylatron Chain Roller #5602,CT29,https://www.all-wall.com/CT29-Columbia-Taper-Nylatron-Chain-Roller-5602,,,4.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT29 exactly matches DTB SKU CT29 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Nylatron Chain Roller - Left (Large),CT29A,CT29A,4.00,,,CT29A Columbia Taper Nylatron Chain Roller (Left) #5603,CT29A,https://www.all-wall.com/CT29A-Columbia-Taper-Nylatron-Chain-Roller-Left-5603,,,4.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT29A exactly matches DTB SKU CT29A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Piston O-Ring,HH23,HH23,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Piston Shaft,MP11,MP11,28.50,,,MP11 Columbia Mud Pump Piston Shaft #6172,MP11,https://www.all-wall.com/MP11-Columbia-Mud-Pump-Piston-Shaft-6172,,,60.26,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP11 exactly matches DTB SKU MP11 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Pivot,HNS18,HNS18,4.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Plate,BH2,BH2,33.71,,,BH2 Columbia Box Handle 180 Grip Plate - COL handles #12459,BH2,https://www.all-wall.com/BH2-Columbia-Box-Handle-180-Grip-Plate-COL-handles-12459,,,45.84,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN BH2 exactly matches DTB SKU BH2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Pump Cylinder,HP1,HP1,52.00,,,Columbia Mud Pump Cylinder (Removable) HP1,HP1,https://www.all-wall.com/Columbia-Mud-Pump-Cylinder-Removable-HP1,,,60.26,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HP1 exactly matches DTB SKU HP1 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Pump Flapper Valve,MP3,MP3,4.00,,,MP3 Columbia Mud Pump Pump Flapper Valve #6163,MP3,https://www.all-wall.com/MP3-Columbia-Mud-Pump-Pump-Flapper-Valve-6163,,,4.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP3 exactly matches DTB SKU MP3 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Pump Handle,MP7,MP7,87.00,,,MP7 Columbia Mud Pump Handle #6167,MP7,https://www.all-wall.com/MP7-Columbia-Mud-Pump-Handle-6167,,,105.42,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP7 exactly matches DTB SKU MP7 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Ratchet Gear,CT67,CT67,34.50,,,CT67 Columbia Taper Ratchet Gear #5841,CT67,https://www.all-wall.com/CT67-Columbia-Taper-Ratchet-Gear-5841,,,7.53,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT67 exactly matches DTB SKU CT67 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Ratchet Rod for Adjustable Brake,CT15,CT15,6.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Release Clip Bushing,CT92,CT92,10.00,,,CT92 Columbia Taper Release Clip #5866,CT92,https://www.all-wall.com/CT92-Columbia-Taper-Release-Clip-5866,,,12.08,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT92 exactly matches DTB SKU CT92 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Release Clip Pin,HH31,HH31,12.95,,,HH31 Columbia Hydra Handle Release Clip Pin #10204,HH31,https://www.all-wall.com/HH31-Columbia-Hydra-Handle-Release-Clip-Pin-10204,,,16.36,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH31 exactly matches DTB SKU HH31 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Release Clip Washer,HH32,HH32,22.00,,,HH32 Columbia Hydra Handle Release Clip Washer #10205,HH32,https://www.all-wall.com/HH32-Columbia-Hydra-Handle-Release-Clip-Washer-10205,,,27.26,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH32 exactly matches DTB SKU HH32 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Release Rod Sleeve,CT89,CT89,13.70,,,CT89 Columbia Taper Release Rod Sleeve #5863,CT89,https://www.all-wall.com/CT89-Columbia-Taper-Release-Rod-Sleeve-5863,,,18.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT89 exactly matches DTB SKU CT89 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Return Spring,AH1B,AH1B,3.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Return Spring,CT101,CT101,9.25,,,CT101 Columbia Taper Return Spring #5961,CT101,https://www.all-wall.com/CT101-Columbia-Taper-Return-Spring-5961,,,4.15,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT101 exactly matches DTB SKU CT101 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Return Spring,CT54,CT54,3.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Return Spring Ring,CT40,CT40,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Return Spring Tube,CT36,CT36,33.00,,,CT36 Columbia Taper Return Spring Tube #5609,CT36,https://www.all-wall.com/CT36-Columbia-Taper-Return-Spring-Tube-5609,,,39.16,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT36 exactly matches DTB SKU CT36 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Rlease Trigger Spring,HH33,HH33,11.75,,,HH33 Columbia Hydra Handle Release Clip Spring #10206,HH33,https://www.all-wall.com/HH33-Columbia-Hydra-Handle-Release-Clip-Spring-10206,,,7.3,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HH33 exactly matches DTB SKU HH33 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Shoe - Right,FFB7,FFB7,42.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Shoe - Left,FFB7A,FFB7A,42.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,"Side Plate - 7""",CFB3-7,CFB3-7,40.00,,,CFB3-7 Columbia Angle Box Side Plate 7in #5540,CFB3-7,https://www.all-wall.com/CFB3-7-Columbia-Angle-Box-Side-Plate-7in-5540,,,43.84,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB3-7 exactly matches DTB SKU CFB3-7 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Side Plate - 8""",CFB3-8,CFB3-8,40.00,,,CFB3-8 Columbia Angle Box Side Plate 8in #5541,CFB3-8,https://www.all-wall.com/CFB3-8-Columbia-Angle-Box-Side-Plate-8in-5541,,,43.84,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CFB3-8 exactly matches DTB SKU CFB3-8 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Rod Sleeve Housing,CT90,CT90,22.50,,,CT90 Columbia Taper Rod Sleeve Housing #5864,CT90,https://www.all-wall.com/CT90-Columbia-Taper-Rod-Sleeve-Housing-5864,,,30.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT90 exactly matches DTB SKU CT90 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Roll Pin,HNS12A,HNS12A,6.00,,,HNS12A Columbia Nail Spotter Handle Roll Pin #12534,HNS12A,https://www.all-wall.com/HNS12A-Columbia-Nail-Spotter-Handle-Roll-Pin-12534,,,8.01,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HNS12A exactly matches DTB SKU HNS12A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Roll Pin Bushing,HNS13,HNS13,9.95,,,HNS13 Columbia Nail Spotter Roll Pin Bushing #12535,HNS13,https://www.all-wall.com/HNS13-Columbia-Nail-Spotter-Roll-Pin-Bushing-12535,,,4.78,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN HNS13 exactly matches DTB SKU HNS13 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Roller,CR2,CR2,12.00,,,Columbia Corner Roller Wheel Part#CR2 - 2pc,CR2,https://www.all-wall.com/Columbia-RollerWheel-CR2,,,20.64,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CR2 exactly matches DTB SKU CR2 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Roller Bushing,CT28,CT28,10.75,,,CT28 Columbia Taper Roller Bushing #5601,CT28,https://www.all-wall.com/CT28-Columbia-Taper-Roller-Bushing-5601,,,5.65,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT28 exactly matches DTB SKU CT28 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Rollers,CT125,CT125,15.25,,,CT125 Columbia Taper Roller #5985,CT125,https://www.all-wall.com/CT125-Columbia-Taper-Roller-5985,,,4.7,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT125 exactly matches DTB SKU CT125 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Rubber for Box Wheel,FFB37,FFB37,2.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Rubber Seal,CT87-CS,CT87,9.75,,,Columbia Cover Plate Cork Seal for Taper,CT87-CS,https://www.all-wall.com/Columbia-Cover-Plate-Seal-13660,,,10.3,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT87-CS exactly matches DTB SKU CT87-CS after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Side Blade,AH4,AH4,29.50,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Side Plate Hub,CT7A,CT7A,24.50,,,CT7A Columbia Taper Side Plate Hub #5581,CT7A,https://www.all-wall.com/CT7A-Columbia-Taper-Side-Plate-Hub-5581,,,14.62,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT7A exactly matches DTB SKU CT7A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Sleeve,MP39,MP39,14.75,,,MP39 Columbia Mud Pump Sleeve #5880,MP39,https://www.all-wall.com/MP39-Columbia-Mud-Pump-Sleeve-5880,,,3.28,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN MP39 exactly matches DTB SKU MP39 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Small Nyliner Bushing,MH20,MH20,3.00,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Socket Wear Cap,AH18,AH18,9.00,,,AH18 Columbia Angle Head Socket Wear Cup #5817,AH18,https://www.all-wall.com/AH18-Columbia-Angle-Head-Socket-Wear-Cup-5817,,,10.16,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH18 exactly matches DTB SKU AH18 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Spool Retaining Spring,CT119,CT119,7.25,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Spring Housing,AH1A,AH1A,8.00,,,Columbia Spring Housing Angle Head,AH1A,https://www.all-wall.com/Columbia-Spring-Housing-Angle-Head,,,12.18,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH1A exactly matches DTB SKU AH1A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Stainless Steel Backing Washer,FFB4B,FFB4B,4.00,,,FFB4B Columbia Flat Box Stainless Steel Backing Washer #6113,FFB4B,https://www.all-wall.com/FFB4B-Columbia-Flat-Box-Stainless-Steel-Backing-Washer-6113,,,5.2,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FFB4B exactly matches DTB SKU FFB4B after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Stainless Steel Side Plate - Left,CT6A,CT6A,42.95,,,CT6A Columbia Taper Side Plate Left #5577,CT6A,https://www.all-wall.com/CT6A-Columbia-Taper-Side-Plate-Left-5577,,,43.34,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT6A exactly matches DTB SKU CT6A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Stainless Steel Washer,FFB4A,FFB4A,5.00,,,FFB4A Columbia Flat Box Stainless Steel Washer #6112,FFB4A,https://www.all-wall.com/FFB4A-Columbia-Flat-Box-Stainless-Steel-Washer-6112,,,6.1,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN FFB4A exactly matches DTB SKU FFB4A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Strap,CT116A,CT116A,28.50,,,CT116A Columbia Taper Strap #5975,CT116A,https://www.all-wall.com/Columbia-Replacement-Strap,,,21.94,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT116A exactly matches DTB SKU CT116A after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,"Top Retainer Corner Clip - 3.5""",AH8A,AH8A,9.75,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Top Retainer Corner Clip - Standard,AH8,AH8,8.00,,,AH8 Columbia Angle Head Retainer Clip (Short) #5812,AH8,https://www.all-wall.com/AH8-Columbia-Angle-Head-Retainer-Clip-Short-5812,,,6.78,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN AH8 exactly matches DTB SKU AH8 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Dura-Stilts,Dura-III Adjustable - 14”-22”,D14-22,D14-22,404.68,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Dura-Stilts,Dura-III Adjustable - 18”-30”,D18-30,D18-30,429.86,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Dura-Stilts,Dura-III Adjustable - 24”-40”,D24-40,D24-40,453.24,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Corner Applicator - 7”,4-701,4-701,287.65,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Corner Applicator - 8”,4-702,4-702,296.64,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Corner Applicator Handle (Extendable) - 31”- 50”,4-794,4-794,176.35,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
LEVEL5,LEVEL5 Corner Applicator Handle (Extendable) - 43”- 72”,4-798,4-798,195.18,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Strap Connecting Pin,BH11,BH11,7.95,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
Columbia Tools,Swivel Coupling Pin,CR12,CR12,12.50,,,CR12 Columbia Corner Roller Swivel Coupling Pin #5568,CR12,https://www.all-wall.com/CR12-Columbia-Corner-Roller-Swivel-Coupling-Pin-5568,,,5.38,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CR12 exactly matches DTB SKU CR12 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Tape Advance Carriage,CT57,CT57,82.00,,,CT57 Columbia Taper Tape Advance Carriage #5833,CT57,https://www.all-wall.com/CT57-Columbia-Taper-Tape-Advance-Carriage-5833,,,102.4,PreOrder,VERIFIED_PRODUCT,HIGH,EXACT_MPN,DTB_MAP_UNKNOWN,All-Wall displayed MPN CT57 exactly matches DTB SKU CT57 after punctuation-only normalization. The All-Wall SKU field intentionally stores this MPN; retailer-internal SKU data is not extracted.,2026-09-17T01:42:21Z
Columbia Tools,Tape Spool,CT120,CT120,22.81,,,,,,,,,,NOT_FOUND,,,,No publicly extracted All-Wall displayed MPN exactly equals this DTB SKU after punctuation-only normalization.,2026-09-17T01:42:21Z
